所属概念数量,股票代码,market_code,所属概念,code
43.0,600869.SH,17,光纤概念;铜缆高速连接;PET铜箔;超导概念;柔性直流输电;液冷服务器;芯片概念;特高压;可控核聚变;数据中心(AIDC);商业航天;智能电网;东数西算(算力);宁德时代概念;特斯拉概念;固态电池;新能源汽车;华为概念;军工;人形机器人;光伏概念;核电;无人机;雅下水电概念;充电桩;高端装备;海工装备;机器人概念;锂电池概念;储能;军民融合;低空经济;阿里巴巴概念;风电;独角兽概念;人工智能;智慧城市;钠离子电池;DeepSeek概念;西部大开发;参股银行;沪股通;融资融券,600869
11.0,000920.SZ,33,芯片概念;液冷服务器;污水处理;盐湖提锂;净水概念;央企国企改革;国企改革;西部大开发;参股银行;参股券商;深股通,000920
7.0,600191.SH,17,代糖概念;粮食概念;2025年报预增;参股银行;参股券商;西部大开发;股权转让(并购重组),600191
7.0,000729.SZ,33,啤酒概念;乡村振兴;国企改革;深股通;融资融券;2025年报预增;2026一季报预增,000729
4.0,002461.SZ,33,啤酒概念;国企改革;深股通;融资融券,002461
11.0,688131.SH,17,减肥药;CRO概念;重组蛋白;创新药;合成生物;维生素;智能医疗;人工智能;专精特新;沪股通;融资融券,688131
7.0,688309.SH,17,专精特新;高端装备;2025年报预增;人民币贬值受益;碳中和;固废处理;融资融券,688309
14.0,300185.SZ,33,超超临界发电;抽水蓄能;风电;核污染防治;京津冀一体化;国企改革;储能;海工装备;核电;高端装备;2025年报预增;军工;深股通;融资融券,300185
7.0,603608.SH,17,C2M概念;抖音概念(字节概念);AIGC概念;粤港澳大湾区;跨境电商;网红经济;股权转让(并购重组),603608
14.0,301565.SZ,33,宁德时代概念;固态电池;锂电池概念;消费电子概念;食品安全;专精特新;海峡两岸;福建自贸区;无人机;低空经济;可降解塑料;合成生物;深股通;融资融券,301565
14.0,688041.SH,17,中国AI 50;芯片概念;东数西算(算力);信创;百度概念;抖音概念(字节概念);阿里巴巴概念;腾讯概念;人工智能;DeepSeek概念;同花顺中特估100;水利;沪股通;融资融券,688041
5.0,688098.SH,17,动物疫苗;合成生物;创新药;宠物经济;融资融券,688098
26.0,301302.SZ,33,军工信息化;核污染防治;军民融合;数字孪生;卫星导航;空间计算;成飞概念;军工;商业航天;核电;无人机;京津冀一体化;数字经济;元宇宙;AI智能体;DeepSeek概念;人工智能;腾讯概念;MR(混合现实);文化传媒概念;AI应用;虚拟现实;机器人概念;手机游戏;网络游戏;融资融券,301302
15.0,600438.SH,17,硅能源;TOPCON电池;HJT电池;BC电池;钙钛矿电池;储能;光伏概念;同花顺漂亮100;农村电商;乡村振兴;预制菜;西部大开发;芯片概念;融资融券;沪股通,600438
25.0,002869.SZ,33,ETC;智慧城市;数据要素;鸿蒙概念;数字孪生;车联网(车路协同);百度概念;数字经济;智慧灯杆;长安汽车概念;无人驾驶;低空经济;人工智能;华为概念;物联网;智能座舱;虚拟电厂;机器人概念;新能源汽车;粤港澳大湾区;汽车电子;专精特新;毫米波雷达;深股通;融资融券,002869
6.0,688335.SH,17,污水处理;碳交易;专精特新;氢能源;绿色电力;融资融券,688335
8.0,600367.SH,17,小金属概念;固态电池;钠离子电池;锂电池概念;国企改革;西部大开发;沪股通;融资融券,600367
8.0,603099.SH,17,冰雪产业;旅游概念;网约车;体育产业;特色小镇;国企改革;融资融券;沪股通,603099
18.0,002553.SZ,33,减速器;ChatGPT概念;语音技术;机器人概念;人工智能;无人机;新能源汽车;物联网;比亚迪概念;专精特新;2025年报预增;锂电池概念;无线耳机;芯片概念;MCU芯片;汽车芯片;融资融券;深股通,002553
12.0,002422.SZ,33,创新药;毛发医疗;仿制药一致性评价;医药电商;肝炎概念;幽门螺杆菌概念;流感;合成生物;医疗器械概念;西部大开发;深股通;融资融券,002422
4.0,301081.SZ,33,专精特新;共同富裕示范区;污水处理;融资融券,301081
33.0,300674.SZ,33,跨境支付(CIPS);数字货币;蚂蚁集团概念;Web3.0;互联网金融;区块链;华为欧拉;AI应用;鸿蒙概念;虚拟数字人;财税数字化;ChatGPT概念;数据要素;AI智能体;华为鲲鹏;智谱AI;DeepSeek概念;MLOps概念;百度概念;信创;云计算;阿里巴巴概念;人工智能;化债概念(AMC概念);腾讯概念;抖音概念(字节概念);创投;京津冀一体化;算力租赁;华为概念;数据中心(AIDC);融资融券;深股通,300674
4.0,601187.SH,17,高股息精选;福建自贸区;海峡两岸;沪股通,601187
10.0,600228.SH,17,人工智能;AI智能体;DeepSeek概念;百度概念;拼多多概念;抖音概念(字节概念);小红书概念;小米概念;苹果概念;摘帽,600228
7.0,301571.SZ,33,军工;卫星导航;商业航天;专精特新;芯片概念;深股通;融资融券,301571
4.0,600909.SH,17,期货概念;沪股通;国企改革;融资融券,600909
8.0,601606.SH,17,兵装重组概念;军民融合;央企国企改革;国企改革;军工;新能源汽车;沪股通;融资融券,601606
3.0,920770.BJ,151,融资融券;绿色电力;光伏概念,920770
2.0,000668.SZ,33,物业管理;摘帽,000668
10.0,600063.SH,17,水泥概念;光伏概念;国企改革;专精特新;水利;储能;参股券商;融资融券;股权转让(并购重组);沪股通,600063
6.0,920099.BJ,151,中俄贸易概念;环氧丙烷;一带一路;可降解塑料;专精特新;融资融券,920099
5.0,688351.SH,17,医疗器械概念;智能医疗;专精特新;沪股通;融资融券,688351
15.0,688007.SH,17,华为汽车;智能座舱;机器人概念;星闪概念;小米概念;虚拟现实;比亚迪概念;新能源汽车;家用电器;汽车电子;AI眼镜;粤港澳大湾区;海工装备;沪股通;融资融券,688007
24.0,300691.SZ,33,MicroLED概念;虚拟现实;机器视觉;智能座舱;智能穿戴;比亚迪概念;消费电子概念;汽车电子;机器人概念;AI眼镜;安防;无人驾驶;新能源汽车;物联网;毫米波雷达;车联网(车路协同);华为概念;无人机;元宇宙;智慧城市;人工智能;智能物流;深股通;融资融券,300691
11.0,688548.SH,17,存储芯片;芯片概念;氢能源;商业航天;专精特新;数字孪生;华为概念;粤港澳大湾区;国企改革;沪股通;融资融券,688548
8.0,603318.SH,17,天然气;氢能源;绿色电力;国企改革;一带一路;股权转让(并购重组);专精特新;融资融券,603318
11.0,603330.SH,17,芯片概念;共封装光学(CPO);消费电子概念;汽车电子;POE胶膜;光伏概念;华为概念;比亚迪概念;专精特新;股权转让(并购重组);融资融券,603330
4.0,920526.BJ,151,融资融券;芯片概念;专精特新;PCB概念,920526
17.0,600366.SH,17,稀土永磁;苹果概念;特斯拉概念;人形机器人;比亚迪概念;新能源汽车;消费电子概念;小金属概念;无线耳机;低空经济;机器人概念;超导概念;2025年报预增;创投;共同富裕示范区;沪股通;融资融券,600366
31.0,301396.SZ,33,算力租赁;东数西算(算力);云计算;财税数字化;数据中心(AIDC);多模态AI;信创;腾讯概念;智慧政务;ChatGPT概念;AI智能体;数据要素;空间计算;华为概念;DeepSeek概念;安防;AI应用;智慧城市;MR(混合现实);物联网;数字经济;人工智能;专精特新;智能医疗;职业教育;新型城镇化;智能物流;乡村振兴;旅游概念;深股通;融资融券,301396
2.0,000007.SZ,33,粤港澳大湾区;物业管理,000007
14.0,688141.SH,17,汽车芯片;芯片概念;消费电子概念;汽车电子;智能座舱;小米概念;专精特新;华为概念;无人驾驶;新能源汽车;锂电池概念;储能;沪股通;融资融券,688141
9.0,300581.SZ,33,军民融合;军工;航空发动机;无人机;卫星导航;专精特新;西部大开发;融资融券;深股通,300581
5.0,600610.SH,17,西部大开发;国企改革;沪股通;中字头股票;融资融券,600610
4.0,301601.SZ,33,可降解塑料;高端装备;环氧丙烷;融资融券,301601
13.0,603800.SH,17,PET铜箔;PCB概念;光刻机;先进封装;芯片概念;机器视觉;锂电池概念;固态电池;页岩气;海工装备;天然气;沪股通;融资融券,603800
5.0,688506.SH,17,创新药;人民币贬值受益;西部大开发;沪股通;融资融券,688506
11.0,002823.SZ,33,汽车热管理;新能源汽车;比亚迪概念;特斯拉概念;无人驾驶;机器人概念;燃料电池;锂电池概念;人民币贬值受益;风电;深股通,002823
3.0,301072.SZ,33,比亚迪概念;新能源汽车;融资融券,301072
8.0,688138.SH,17,OLED;中芯国际概念;第三代半导体;芯片概念;专精特新;虚拟现实;沪股通;融资融券,688138
5.0,001211.SZ,33,露营经济;三胎概念;跨境电商;IP经济(谷子经济);预制菜,001211
18.0,000628.SZ,33,汽车芯片;芯片概念;新型城镇化;物联网;2025年报预增;数字孪生;新能源汽车;智慧政务;智慧城市;储能;数据要素;创投;西部大开发;PPP概念;国企改革;虚拟电厂;融资融券;深股通,000628
4.0,600165.SH,22,ST板块;参股银行;西部大开发;合成生物,600165
1.0,600370.SH,22,ST板块,600370
10.0,600808.SH,17,特钢概念;央企国企改革;煤化工概念;证金持股;国企改革;高铁;新能源汽车;数据中心(AIDC);沪股通;融资融券,600808
11.0,688545.SH,17,国家大基金持股;存储芯片;中芯国际概念;先进封装;光刻胶;芯片概念;独角兽概念;磷化工;国企改革;沪股通;融资融券,688545
7.0,688432.SH,17,存储芯片;中芯国际概念;芯片概念;硅能源;绿色电力;沪股通;融资融券,688432
5.0,605507.SH,17,宠物经济;合成生物;流感;幽门螺杆菌概念;沪股通,605507
27.0,600556.SH,17,NFT概念;小红书概念;虚拟数字人;知识产权保护;快手概念;文化传媒概念;Web3.0;AIGC概念;IP经济(谷子经济);在线教育;AI应用;职业教育;网红经济;区块链;元宇宙;数据要素;抖音概念(字节概念);多模态AI;AI智能体;阿里巴巴概念;腾讯概念;人工智能;西部大开发;华为概念;MR(混合现实);融资融券;沪股通,600556
9.0,301678.SZ,33,芯片概念;物联网;专精特新;注册制次新股;人工智能;消费电子概念;深股通;新股与次新股;融资融券,301678
2.0,605008.SH,17,可降解塑料;沪股通,605008
14.0,002059.SZ,33,旅游概念;参股银行;网约车;国企改革;西部大开发;虚拟数字人;AIGC概念;央企国企改革;元宇宙;人工智能;机器人概念;虚拟现实;人形机器人;深股通,002059
13.0,301555.SZ,33,MicroLED概念;MiniLED;碳纤维;比亚迪概念;机器人概念;新能源汽车;海峡两岸;PCB概念;低空经济;2025年报预增;无人机;风电;融资融券,301555
6.0,600302.SH,22,ST板块;人脸识别;物联网;西部大开发;国企改革;机器人概念,600302
3.0,603822.SH,22,碳中和;ST板块;长三角一体化,603822
6.0,002695.SZ,33,冷链物流;宠物经济;预制菜;2025年报预增;深股通;融资融券,002695
5.0,002948.SZ,33,高股息精选;一带一路;跨境支付(CIPS);融资融券;深股通,002948
6.0,600054.SH,17,旅游概念;参股券商;国企改革;DeepSeek概念;区块链;沪股通,600054
7.0,300994.SZ,33,两轮车;中俄贸易概念;跨境电商;体育产业;三胎概念;人民币贬值受益;融资融券,300994
17.0,002735.SZ,33,可控核聚变;无线充电;军工信息化;富士康概念;军工;核电;光伏概念;低空经济;比亚迪概念;飞行汽车(eVTOL);新能源汽车;储能;信创;医疗器械概念;可降解塑料;两轮车;深股通,002735
34.0,301536.SZ,33,汽车芯片;芯片概念;AI眼镜;卫星导航;智能穿戴;消费电子概念;传感器;汽车电子;毫米波雷达;星闪概念;小米概念;无人机;东数西算(算力);机器视觉;虚拟现实;专精特新;无人驾驶;低空经济;车联网(车路协同);安防;网络安全;数据安全;机器人概念;多模态AI;腾讯概念;人脸识别;新能源汽车;海峡两岸;人工智能;智能家居;移动支付;福建自贸区;融资融券;深股通,301536
9.0,600888.SH,17,石墨烯;煤炭概念;军工;新疆振兴;西部大开发;一带一路;一体化压铸;沪股通;融资融券,600888
3.0,603125.SH,17,风电;沪股通;融资融券,603125
10.0,600226.SH,17,PCB概念;PET铜箔;比亚迪概念;锂电池概念;创投;腾讯概念;动物疫苗;合成生物;融资融券;沪股通,600226
6.0,600882.SH,17,乳业;三胎概念;数据要素;AI智能体;沪股通;融资融券,600882
8.0,000488.SZ,33,ST板块;参股银行;期货概念;区块链;碳交易;国企改革;污水处理;碳中和,000488
15.0,000963.SZ,33,创新药;医药电商;减肥药;细胞免疫治疗;肝炎概念;医美概念;合成生物;宠物经济;证金持股;冷链物流;医疗器械概念;智能医疗;人工智能;深股通;融资融券,000963
7.0,603527.SH,17,3D打印;锂电池概念;固态电池;金属铜;高端装备;新能源汽车;融资融券,603527
18.0,002838.SZ,33,5G;华为概念;小米概念;比亚迪概念;PEEK材料;新能源汽车;专精特新;机器人概念;特斯拉概念;军工;锂电池概念;2026一季报预增;钛白粉概念;可降解塑料;预制菜;股权转让(并购重组);融资融券;深股通,002838
9.0,300347.SZ,33,CRO概念;生物疫苗;创新药;医疗器械概念;智能医疗;AIGC概念;2025年报预增;深股通;融资融券,300347
5.0,000567.SZ,33,海南自贸区;化债概念(AMC概念);钒电池;融资融券;深股通,000567
14.0,300472.SZ,33,体育产业;冰雪产业;ST板块;区块链;智慧城市;机器人概念;算力租赁;工业互联网;硅能源;东数西算(算力);数据中心(AIDC);光伏概念;AI眼镜;5G,300472
12.0,002549.SZ,33,氟化工概念;俄乌冲突概念;光刻机;氢能源;碳中和;芯片概念;专精特新;冷链物流;啤酒概念;眼科医疗;融资融券;深股通,002549
21.0,002625.SZ,33,商业航天;军民融合;智能穿戴;军工;无人机;无人驾驶;低空经济;东数西算(算力);华为概念;车联网(车路协同);人形机器人;机器人概念;碳纤维;人工智能;AI应用;粤港澳大湾区;PEEK材料;雄安新区;深股通;股权转让(并购重组);融资融券,002625
7.0,603826.SH,17,钛白粉概念;福建自贸区;2026一季报预增;专精特新;海峡两岸;沪股通;融资融券,603826
8.0,688280.SH,17,无人驾驶;两轮车;专精特新;减速器;新能源汽车;比亚迪概念;汽车电子;融资融券,688280
21.0,300043.SZ,33,NFT概念;手机游戏;电子竞技;网络游戏;IP经济(谷子经济);文化传媒概念;元宇宙;AI应用;云游戏;跨境电商;抖音概念(字节概念);三胎概念;鸿蒙概念;腾讯概念;人工智能;数字货币;横琴新区;粤港澳大湾区;人民币贬值受益;华为概念;深股通,300043
22.0,688106.SH,17,俄乌冲突概念;天然气;新疆振兴;固态电池;氢能源;中芯国际概念;碳中和;锂电池概念;冷链物流;存储芯片;燃料电池;长三角一体化;光伏概念;第三代半导体;宁德时代概念;可控核聚变;芯片概念;核电;专精特新;商业航天;沪股通;融资融券,688106
8.0,603393.SH,17,页岩气;俄乌冲突概念;天然气;煤炭概念;新疆振兴;西部大开发;融资融券;沪股通,603393
20.0,601208.SH,17,PET铜箔;PCB概念;OLED;苹果概念;光刻胶;芯片概念;BC电池;柔性屏(折叠屏);消费电子概念;商业航天;光伏概念;新能源汽车;特高压;军工;2025年报预增;燃料电池;氢能源;西部大开发;沪股通;融资融券,601208
