所属概念数量,所属概念,股票代码,market_code,code
12.0,PET铜箔;消费电子概念;超导概念;可控核聚变;专精特新;锂电池概念;宁德时代概念;固态电池;一带一路;深股通;PCB概念;融资融券,002859.SZ,33,002859
22.0,金属铜;金属钴;小金属概念;金属回收;PCB概念;2026一季报预增;军工;工业母机;海南自贸区;光伏概念;高端装备;可控核聚变;DeepSeek概念;创投;雅下水电概念;乡村振兴;国企改革;医疗器械概念;深股通;股权转让(并购重组);中字头股票;融资融券,000657.SZ,33,000657
30.0,铜缆高速连接;稀土永磁;芯片概念;苹果概念;液冷服务器;金属回收;金属铜;PEEK材料;特高压;光伏概念;高铁;可控核聚变;高压快充;比亚迪概念;无人机;新能源汽车;2025年报预增;海工装备;低空经济;核电;机器人概念;东数西算(算力);特斯拉概念;小米汽车;人形机器人;人工智能;回购增持再贷款概念;数字经济;融资融券;沪股通,601609.SH,17,601609
10.0,科创次新股;存储芯片;共封装光学(CPO);芯片概念;注册制次新股;专精特新;高端装备;2026一季报预增;新股与次新股;融资融券,688808.SH,17,688808
14.0,共封装光学(CPO);光纤概念;第三代半导体;汽车芯片;芯片概念;数据中心(AIDC);专精特新;商业航天;华为概念;无人驾驶;可控核聚变;医美概念;沪股通;融资融券,688048.SH,17,688048
18.0,人形机器人;工业母机;长安汽车概念;新型工业化;机器人概念;农机;机器视觉;比亚迪概念;高端装备;工业互联网;养老概念;智能医疗;医疗器械概念;专精特新;宁德时代概念;光伏概念;深股通;融资融券,002747.SZ,33,002747
41.0,同花顺果指数;AI手机;无线耳机;汽车电子;AI眼镜;苹果概念;智能穿戴;柔性屏(折叠屏);OLED;智能座舱;传感器;消费电子概念;小米概念;人形机器人;商业航天;小米汽车;3D打印;液冷服务器;虚拟现实;新型工业化;特斯拉概念;充电桩;新型烟草(电子烟);比亚迪概念;减速器;新能源汽车;华为概念;机器人概念;元宇宙;光伏概念;工业互联网;智能家居;TOPCON电池;宁德时代概念;蚂蚁集团概念;人民币贬值受益;智能物流;回购增持再贷款概念;深股通;同花顺漂亮100;融资融券,300433.SZ,33,300433
6.0,消费电子概念;智能穿戴;AI眼镜;华为概念;跨境电商;融资融券,300868.SZ,33,300868
11.0,第三代半导体;小米概念;高压快充;专精特新;小米汽车;比亚迪概念;新能源汽车;2025年报预增;充电桩;深股通;融资融券,301607.SZ,33,301607
8.0,PPP概念;新能源汽车;参股银行;2025年报预增;小金属概念;无人机;白酒概念;股权转让(并购重组),600382.SH,17,600382
28.0,培育钻石;第三代半导体;碳纤维;商业航天;3D打印;可控核聚变;军工;军民融合;大飞机;卫星导航;PCB概念;金属铜;专精特新;新能源汽车;2025年报预增;MiniLED;钒电池;风电;燃料电池;充电桩;机器人概念;锂电池概念;人形机器人;固态电池;回购增持再贷款概念;动力电池回收;深股通;融资融券,002171.SZ,33,002171
25.0,液冷服务器;东数西算(算力);数据中心(AIDC);云计算;5G;华为数字能源;抖音概念(字节概念);腾讯概念;阿里巴巴概念;华为概念;百度概念;智慧城市;数字孪生;专精特新;物联网;数字乡村;区块链;人工智能;储能;机器人概念;碳中和;西部大开发;回购增持再贷款概念;深股通;融资融券,300249.SZ,33,300249
6.0,数据中心(AIDC);商业航天;阿里巴巴概念;融资融券;特高压;智能电网,920299.BJ,151,920299
18.0,小金属概念;金属钴;稀土永磁;动力电池回收;宁德时代概念;固态电池;军工;锂电池概念;商业航天;无人机;光伏概念;可控核聚变;福建自贸区;海峡两岸;机器人概念;国企改革;沪股通;融资融券,600549.SH,17,600549
8.0,培育钻石;第三代半导体;专精特新;新能源汽车;海工装备;天然气;深股通;融资融券,300179.SZ,33,300179
19.0,超超临界发电;生物质能发电;抽水蓄能;绿色电力;虚拟电厂;碳交易;风电;碳中和;储能;证金持股;核电;国企改革;氢能源;京津冀一体化;DeepSeek概念;人工智能;2025年报预增;深股通;融资融券,000600.SZ,33,000600
27.0,光纤概念;F5G概念;铜缆高速连接;6G概念;共封装光学(CPO);WiFi 6;5G;PCB概念;富士康概念;卫星导航;商业航天;芯片概念;数据中心(AIDC);军工;毫米波雷达;军民融合;汽车电子;东数西算(算力);华为概念;国产航母;新能源汽车;无线耳机;物联网;车联网(车路协同);粤港澳大湾区;人工智能;深股通,300252.SZ,33,300252
16.0,汽车芯片;MCU芯片;共封装光学(CPO);芯片概念;5G;传感器;智能座舱;专精特新;储能;安防;无人机;机器人概念;人形机器人;股权转让(并购重组);沪股通;融资融券,688536.SH,17,688536
24.0,铜缆高速连接;共封装光学(CPO);液冷服务器;5G;卫星导航;光纤概念;数据中心(AIDC);商业航天;同花顺新质50;小米概念;军工;机器视觉;大飞机;华为概念;比亚迪概念;低空经济;新能源汽车;核电;智能物流;央企国企改革;西部大开发;国企改革;深股通;融资融券,002025.SZ,33,002025
9.0,新型城镇化;一带一路;海峡两岸;核电;商业航天;水利;光伏建筑一体化;融资融券;深股通,300737.SZ,33,300737
28.0,稀土永磁;小金属概念;石墨烯;锂电池概念;燃料电池;一带一路;雅下水电概念;海工装备;氢能源;固态电池;军工;核电;央企国企改革;中俄贸易概念;国企改革;无人机;新能源汽车;房屋检测;专精特新;化债概念(AMC概念);比亚迪概念;新疆振兴;机器人概念;消费电子概念;人形机器人;中字头股票;融资融券;深股通,002057.SZ,33,002057
3.0,医疗器械概念;回购增持再贷款概念;融资融券,301188.SZ,33,301188
7.0,页岩气;天然气;氢能源;国企改革;海工装备;深股通;股权转让(并购重组),002490.SZ,33,002490
4.0,小米汽车;特斯拉概念;新能源汽车;沪股通,605319.SH,17,605319
0.0,,605166.SH,17,605166
7.0,锂电池概念;2025年报预增;硅能源;融资融券;钠离子电池;第三代半导体;专精特新,920580.BJ,151,920580
9.0,可控核聚变;光伏概念;核电;光热发电;海工装备;固态电池;氢能源;天然气;深股通,001332.SZ,33,001332
9.0,芯片概念;消费电子概念;专精特新;物联网;注册制次新股;人工智能;深股通;新股与次新股;融资融券,301678.SZ,33,301678
25.0,BC电池;稀土永磁;小金属概念;华为数字能源;无线充电;TOPCON电池;钙钛矿电池;深股通;融资融券;锂电池概念;光伏概念;储能;光伏建筑一体化;5G;特斯拉概念;比亚迪概念;氢能源;华为概念;新能源汽车;东数西算(算力);工业互联网;机器人概念;军工;低空经济;数字经济,002056.SZ,33,002056
21.0,存储芯片;汽车芯片;中芯国际概念;芯片概念;共封装光学(CPO);AI眼镜;消费电子概念;智能穿戴;数据中心(AIDC);汽车电子;无线耳机;小米概念;智能座舱;华为概念;专精特新;新型烟草(电子烟);比亚迪概念;特斯拉概念;人民币贬值受益;沪股通;融资融券,688123.SH,17,688123
11.0,存储芯片;中芯国际概念;芯片概念;消费电子概念;数据中心(AIDC);数据安全;2025年报预增;人民币贬值受益;人工智能;沪股通;融资融券,688008.SH,17,688008
17.0,商业航天;超导概念;虚拟现实;低空经济;军工;无人机;可控核聚变;华为概念;同花顺新质50;核电;柔性屏(折叠屏);OLED;2025年报预增;新能源汽车;光伏概念;沪股通;融资融券,600363.SH,17,600363
18.0,新型工业化;汽车热管理;高端装备;华为汽车;机器视觉;机器人概念;无人驾驶;新能源汽车;智能物流;华为概念;AI应用;燃料电池;汽车电子;芯片概念;氢能源;共封装光学(CPO);沪股通;融资融券,603960.SH,17,603960
10.0,比亚迪概念;风电;融资融券;芯片概念;燃料电池;石墨电极;光伏概念;中俄贸易概念;3D打印;专精特新,920175.BJ,151,920175
16.0,减速器;人形机器人;汽车热管理;特斯拉概念;无人驾驶;机器人概念;新能源汽车;专精特新;人民币贬值受益;共同富裕示范区;宁德时代概念;长三角一体化;一带一路;储能;沪股通;融资融券,603119.SH,17,603119
8.0,共封装光学(CPO);6G概念;5G;军工;储能;医疗器械概念;一带一路;融资融券,002796.SZ,33,002796
22.0,MicroLED概念;MiniLED;柔性屏(折叠屏);OLED;绿色电力;回购增持再贷款概念;虚拟现实;AI眼镜;消费电子概念;工业互联网;2025年报预增;参股银行;小米概念;比亚迪概念;深股通;融资融券;华为概念;光伏概念;硅能源;粤港澳大湾区;芯片概念;超级品牌,000100.SZ,33,000100
15.0,共封装光学(CPO);F5G概念;芯片概念;5G;液冷服务器;汽车电子;数据中心(AIDC);中国AI 50;同花顺新质50;深股通;无人驾驶;2025年报预增;人民币贬值受益;创投;融资融券,300308.SZ,33,300308
29.0,电力物联网;国产航母;太赫兹;智能电网;6G概念;数据中心(AIDC);腾讯概念;区块链;AI智能体;卫星导航;华为概念;军工;军工信息化;无人机;军民融合;虚拟现实;光伏概念;低空经济;储能;碳纤维;机器人概念;智能医疗;燃料电池;创投;氢能源;一带一路;IP经济(谷子经济);沪股通;融资融券,600590.SH,17,600590
13.0,PET铜箔;PCB概念;光刻机;芯片概念;机器视觉;锂电池概念;固态电池;海工装备;页岩气;天然气;先进封装;沪股通;融资融券,603800.SH,17,603800
11.0,PCB概念;工业母机;2026一季报预增;人形机器人;2025年报预增;商业航天;航空发动机;专精特新;光伏概念;机器人概念;融资融券,688308.SH,17,688308
21.0,国产航母;大飞机;卫星导航;军民融合;商业航天;中字头股票;6G概念;军工;无人机;低空经济;央企国企改革;高端装备;水利;人工智能;芯片概念;京津冀一体化;一带一路;国企改革;智能医疗;沪股通;融资融券,600118.SH,17,600118
26.0,第三代半导体;中国AI 50;芯片概念;英伟达概念;数据中心(AIDC);超级电容;高压快充;小米概念;智能电网;光伏概念;高端装备;充电桩;新能源汽车;新型工业化;机器人概念;车联网(车路协同);高铁;储能;风电;智能家居;长安汽车概念;家用电器;一带一路;医疗器械概念;融资融券;深股通,002851.SZ,33,002851
18.0,汽车芯片;MCU芯片;芯片概念;AI PC;AI眼镜;星闪概念;消费电子概念;传感器;华为概念;物联网;小米概念;鸿蒙概念;专精特新;无人机;机器人概念;锂电池概念;沪股通;融资融券,688595.SH,17,688595
5.0,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,601699.SH,17,601699
3.0,2025年报预增;预制菜;融资融券,920371.BJ,151,920371
14.0,F5G概念;共封装光学(CPO);WiFi 6;5G;液冷服务器;华为概念;物联网;工业互联网;2025年报预增;智能家居;人民币贬值受益;一带一路;沪股通;融资融券,603083.SH,17,603083
23.0,钠离子电池;固态电池;动力电池回收;锂电池概念;两轮车;新型烟草(电子烟);储能;人形机器人;比亚迪概念;新能源汽车;人民币贬值受益;2025年报预增;粤港澳大湾区;机器人概念;AI PC;小米概念;回购增持再贷款概念;消费电子概念;AI眼镜;数据中心(AIDC);人工智能;智能穿戴;深股通,001283.SZ,33,001283
12.0,电力物联网;智能电网;虚拟电厂;数据中心(AIDC);传感器;华为概念;充电桩;储能;安防;专精特新;人工智能;深股通,300286.SZ,33,300286
27.0,可控核聚变;核电;航空发动机;商业航天;军工;共封装光学(CPO);海工装备;东数西算(算力);高端装备;新型烟草(电子烟);工业母机;机器视觉;食品安全;PCB概念;工业互联网;比亚迪概念;人工智能;新能源汽车;新型工业化;氢能源;家用电器;农机;特斯拉概念;固废处理;煤炭概念;沪股通;融资融券,603011.SH,17,603011
6.0,新型工业化;专精特新;芯片概念;低空经济;稀土永磁;融资融券,301273.SZ,33,301273
7.0,可燃冰;俄乌冲突概念;天然气;新疆振兴;深股通;融资融券;海工装备,300191.SZ,33,300191
10.0,芯片概念;专精特新;人工智能;2025年报预增;智能医疗;医疗废物处理;医疗器械概念;回购增持再贷款概念;辅助生殖;融资融券,301235.SZ,33,301235
10.0,新型城镇化;水利;换电概念;西部大开发;一带一路;充电桩;ETC;智慧城市;无人驾驶;卫星导航,603458.SH,17,603458
44.0,光纤概念;PET铜箔;铜缆高速连接;柔性直流输电;超导概念;特高压;芯片概念;液冷服务器;可控核聚变;智能电网;数据中心(AIDC);光伏概念;商业航天;东数西算(算力);核电;充电桩;固态电池;宁德时代概念;华为概念;储能;新能源汽车;海工装备;军工;特斯拉概念;风电;无人机;锂电池概念;高端装备;人形机器人;机器人概念;雅下水电概念;军民融合;低空经济;钠离子电池;独角兽概念;阿里巴巴概念;人工智能;智慧城市;回购增持再贷款概念;DeepSeek概念;西部大开发;参股银行;沪股通;融资融券,600869.SH,17,600869
15.0,共封装光学(CPO);先进封装;第三代半导体;MicroLED概念;OLED;MiniLED;柔性屏(折叠屏);MR(混合现实);芯片概念;消费电子概念;工业母机;商业航天;专精特新;华为概念;医疗器械概念,300812.SZ,33,300812
10.0,存储芯片;智慧灯杆;芯片概念;网约车;新型城镇化;物联网;空间计算;智慧城市;数据要素;股权转让(并购重组),605178.SH,17,605178
24.0,汽车芯片;AI手机;AI眼镜;共封装光学(CPO);芯片概念;汽车电子;消费电子概念;5G;传感器;智能座舱;小米概念;虚拟现实;数据中心(AIDC);安防;比亚迪概念;专精特新;海峡两岸;小米汽车;机器人概念;人形机器人;人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,688381.SH,17,688381
14.0,算力租赁;英伟达概念;液冷服务器;东数西算(算力);云计算;消费电子概念;芯片概念;腾讯概念;OLED;军工;华为概念;小米概念;2025年报预增;沪股通,603629.SH,17,603629
20.0,电力物联网;虚拟电厂;智能电网;特高压;高压快充;充电桩;数字孪生;智慧城市;空间计算;储能;数据要素;碳交易;时空大数据;低空经济;军工;人工智能;京津冀一体化;无人机;机器人概念;融资融券,688597.SH,17,688597
24.0,国家大基金持股;先进封装;存储芯片;同花顺果指数;中芯国际概念;共封装光学(CPO);苹果概念;汽车芯片;第三代半导体;汽车电子;芯片概念;毫米波雷达;智能穿戴;无人驾驶;机器人概念;物联网;人民币贬值受益;沪股通;融资融券;人工智能;央企国企改革;绿色电力;国企改革;股权转让(并购重组),600584.SH,17,600584
10.0,量子科技;芯片概念;商业航天;专精特新;军工;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,688027.SH,17,688027
