股票代码,code,所属概念数量,所属概念,market_code
002382.SZ,002382,10,医药电商;医疗器械概念;三胎概念;跨境电商;人民币贬值受益;一带一路;绿色电力;特斯拉概念;深股通;融资融券,33
600618.SH,600618,7,环氧丙烷;氟化工概念;消毒剂;国企改革;上海国企改革;沪股通;融资融券,17
920026.BJ,920026,14,融资融券;苹果概念;芯片概念;特斯拉概念;消费电子概念;比亚迪概念;机器视觉;机器人概念;富士康概念;新能源汽车;光伏概念;专精特新;MR(混合现实);AI眼镜,151
605166.SH,605166,0,,17
688001.SH,688001,15,MicroLED概念;OLED;消费电子概念;汽车电子;苹果概念;智能穿戴;芯片概念;5G;无线耳机;智能音箱;人形机器人;特斯拉概念;回购增持再贷款概念;沪股通;融资融券,17
002842.SZ,002842,3,金属铜;小金属概念;光伏概念,33
600392.SH,600392,9,稀土永磁;小金属概念;苹果概念;2025年报预增;西部大开发;国企改革;参股保险;沪股通;融资融券,17
300575.SZ,300575,2,人民币贬值受益;创新药,33
003022.SZ,003022,14,煤化工概念;POE胶膜;钠离子电池;环氧丙烷;固态电池;可降解塑料;锂电池概念;HJT电池;光伏概念;PEEK材料;光刻胶;芯片概念;融资融券;深股通,33
001226.SZ,001226,1,专精特新,33
002752.SZ,002752,7,福建自贸区;海峡两岸;IP经济(谷子经济);储能;新能源汽车;抖音概念(字节概念);深股通,33
002866.SZ,002866,11,固态电池;专精特新;钠离子电池;PCB概念;人民币贬值受益;小米概念;消费电子概念;储能;富士康概念;华为概念;深股通,33
300329.SZ,300329,6,托育服务;三胎概念;职业教育;文化传媒概念;在线教育;股权转让(并购重组),33
300141.SZ,300141,10,智能电网;商业航天;换电概念;充电桩;光伏概念;高压快充;储能;机器人概念;燃料电池;氢能源,33
603012.SH,603012,10,高端装备;工业互联网;华为概念;新能源汽车;长三角一体化;人工智能;中俄贸易概念;AIGC概念;煤炭概念;融资融券,17
002556.SZ,002556,25,化肥;粮食概念;供销社;土地流转;玉米;磷化工;农村电商;农业种植;煤化工概念;染料;民爆概念;乡村振兴;维生素;建筑节能;装配式建筑;统一大市场;毛发医疗;生物质能发电;医美概念;创投;数字乡村;互联网金融;光伏概念;融资融券;深股通,33
002391.SZ,002391,3,化肥;乡村振兴;人民币贬值受益,33
600594.SH,600594,7,创新药;医药电商;流感;医美概念;民营医院;西部大开发;融资融券,17
688196.SH,688196,5,可降解塑料;人民币贬值受益;海峡两岸;沪股通;融资融券,17
301479.SZ,301479,15,AI眼镜;消费电子概念;虚拟现实;小米概念;智能座舱;机器视觉;智能家居;粤港澳大湾区;无人驾驶;专精特新;比亚迪概念;机器人概念;人形机器人;深股通;融资融券,33
600082.SH,600082,4,天津自贸区;创投;京津冀一体化;国企改革,17
301235.SZ,301235,10,芯片概念;2025年报预增;专精特新;医疗废物处理;医疗器械概念;辅助生殖;回购增持再贷款概念;人工智能;智能医疗;融资融券,33
301118.SZ,301118,9,磷化工;小金属概念;土壤修复;净水概念;一带一路;氢能源;光伏概念;芯片概念;融资融券,33
000995.SZ,000995,4,白酒概念;农业种植;乡村振兴;西部大开发,33
600844.SH,600844,4,煤化工概念;可降解塑料;西部大开发;股权转让(并购重组),17
002809.SZ,002809,9,环氧丙烷;丙烯酸;装配式建筑;雄安新区;雅下水电概念;水利;京津冀一体化;粤港澳大湾区;专精特新,33
603688.SH,603688,6,光纤概念;存储芯片;芯片概念;光伏概念;沪股通;融资融券,17
688175.SH,688175,10,军工信息化;军工;物联网;6G概念;网络安全;5G;数据要素;人工智能;股权转让(并购重组);融资融券,17
000505.SZ,000505,8,粮食概念;转基因;海南自贸区;国企改革;一带一路;京津冀一体化;网红经济;融资融券,33
000949.SZ,000949,3,国企改革;新疆振兴;深股通,33
300721.SZ,300721,6,环氧丙烷;染料;光刻胶;锂电池概念;OLED;新能源汽车,33
002082.SZ,002082,12,阿尔茨海默概念;创新药;仿制药一致性评价;肝炎概念;流感;生物疫苗;医药电商;医疗器械概念;共同富裕示范区;一带一路;2026一季报预增;深股通,33
301165.SZ,301165,31,共封装光学(CPO);WiFi 6;液冷服务器;中国AI 50;6G概念;5G;东数西算(算力);数据中心;网络安全;云办公;国资云;信创;腾讯概念;阿里巴巴概念;抖音概念(字节概念);小米概念;新型工业化;百度概念;AI智能体;工业互联网;快手概念;蚂蚁集团概念;AIGC概念;人工智能;智能医疗;数字经济;一带一路;AI应用;国企改革;深股通;融资融券,33
688141.SH,688141,13,汽车芯片;芯片概念;消费电子概念;汽车电子;智能座舱;小米概念;无人驾驶;专精特新;新能源汽车;华为概念;储能;沪股通;融资融券,17
002513.SZ,002513,7,生态农业;草甘膦;染料;光伏概念;人民币贬值受益;绿色电力;TOPCON电池,33
002136.SZ,002136,4,钛白粉概念;磷化工;锂电池概念;国企改革,33
300991.SZ,300991,12,5G;消费电子概念;铜缆高速连接;工业母机;新型烟草(电子烟);比亚迪概念;专精特新;无人驾驶;新能源汽车;无人机;深股通;融资融券,33
300302.SZ,300302,14,存储芯片;东数西算(算力);数据安全;云计算;信创;国产操作系统;数据中心;芯片概念;军工信息化;卫星导航;专精特新;军工;深股通;融资融券,33
603055.SH,603055,4,一带一路;长三角一体化;沪股通;融资融券,17
003003.SZ,003003,4,跨境电商;冷链物流;可降解塑料;工业互联网,33
600396.SH,600396,9,超超临界发电;绿色电力;碳交易;碳中和;风电;国企改革;氢能源;央企国企改革;海工装备,17
002476.SZ,002476,4,页岩气;污水处理;一带一路;融资融券,33
300758.SZ,300758,9,光刻胶;AI应用;染料;钙钛矿电池;钠离子电池;光伏概念;芯片概念;专精特新;深股通,33
600444.SH,600444,16,水利;污水处理;核电;海工装备;机器人概念;光热发电;可控核聚变;芯片概念;锂电池概念;数据中心;氢能源;动力电池回收;国企改革;央企国企改革;盐湖提锂;金属回收,17
300069.SZ,300069,5,特高压;智能电网;核电;文化传媒概念;燃料电池,33
300975.SZ,300975,30,抖音概念(字节概念);百度概念;MCU芯片;东数西算(算力);汽车芯片;存储芯片;物联网;跨境电商;消费电子概念;AI眼镜;毫米波雷达;数据中心;海峡两岸;芯片概念;创投;低空经济;汽车电子;智能物流;2025年报预增;机器人概念;无人机;液冷服务器;飞行汽车(eVTOL);比亚迪概念;统一大市场;新能源汽车;一带一路;宁德时代概念;深股通;融资融券,33
300497.SZ,300497,13,有机硅概念;CRO概念;人造肉;锂电池概念;创新药;肝炎概念;合成生物;猴痘概念;光刻胶;化肥;2026一季报预增;融资融券;深股通,33
301090.SZ,301090,7,回购增持再贷款概念;国企改革;风电;央企国企改革;3D打印;融资融券;深股通,33
300387.SZ,300387,14,化肥;生态农业;磷化工;土地流转;农业种植;土壤修复;合成生物;乡村振兴;农机;中俄贸易概念;数字乡村;机器人概念;人工智能;无人机,33
002825.SZ,002825,5,创投;专精特新;燃料电池;人民币贬值受益;氢能源,33
002645.SZ,002645,13,稀土永磁;金属钴;金属铜;金属回收;消费电子概念;汽车拆解概念;新能源汽车;机器人概念;垃圾分类;高端装备;固废处理;深股通;融资融券,33
603722.SH,603722,4,丙烯酸;燃料电池;人民币贬值受益;专精特新,17
000420.SZ,000420,11,碳纤维;大飞机;飞行汽车(eVTOL);风电;国企改革;低空经济;体育产业;无人机;冰雪产业;融资融券;深股通,33
603458.SH,603458,10,ETC;智慧城市;换电概念;卫星导航;水利;无人驾驶;新型城镇化;充电桩;西部大开发;一带一路,17
600552.SH,600552,19,商业航天;柔性屏(折叠屏);无线充电;芯片概念;华为概念;OLED;消费电子概念;先进封装;汽车电子;光伏概念;新能源汽车;PCB概念;固态电池;锂电池概念;有机硅概念;央企国企改革;国企改革;沪股通;融资融券,17
601016.SH,601016,10,绿色电力;风电;储能;新疆振兴;国企改革;央企国企改革;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,17
002179.SZ,002179,38,大飞机;商业航天;成飞概念;军民融合;卫星导航;国产航母;6G概念;军工;无人机;低空经济;可控核聚变;量子科技;铜缆高速连接;核电;5G;光纤概念;车联网(车路协同);液冷服务器;无人驾驶;换电概念;数据中心;充电桩;机器人概念;华为概念;新能源汽车;特斯拉概念;比亚迪概念;光伏概念;芯片概念;专精特新;高压快充;智能电网;储能;共封装光学(CPO);国企改革;深股通;融资融券;中字头股票,33
300798.SZ,300798,4,染料;算力租赁;东数西算(算力);AI智能体,33
920429.BJ,920429,11,军民融合;人工智能;AI应用;预制菜;融资融券;职业教育;网红经济;数字经济;体育产业;京津冀一体化;DeepSeek概念,151
688372.SH,688372,9,先进封装;存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;2025年报预增;沪股通;融资融券,17
600500.SH,600500,11,环氧丙烷;代糖概念;央企国企改革;国企改革;动力电池回收;一带一路;中字头股票;宁德时代概念;上海自贸区;沪股通;融资融券,17
002319.SZ,002319,6,石墨烯;光伏概念;柔性屏(折叠屏);横琴新区;HJT电池;文化传媒概念,33
002887.SZ,002887,16,土壤修复;污水处理;新型城镇化;PPP概念;足球概念;雄安新区;露营经济;碳交易;水利;体育产业;碳中和;乡村振兴;冰雪产业;旅游概念;京津冀一体化;IP经济(谷子经济),33
301127.SZ,301127,19,东数西算(算力);专精特新;充电桩;新型城镇化;华为概念;储能;高端装备;净水概念;PPP概念;污水处理;生物质能发电;风电;固废处理;地下管网;回购增持再贷款概念;绿色电力;氢能源;深股通;融资融券,33
300342.SZ,300342,15,太赫兹;军工信息化;卫星导航;6G概念;商业航天;军民融合;军工;无人机;低空经济;华为概念;无人驾驶;家用电器;国企改革;深股通;融资融券,33
601117.SH,601117,18,环氧丙烷;中字头股票;煤化工概念;磷化工;同花顺中特估100;央企国企改革;氢能源;新疆振兴;国企改革;证金持股;污水处理;回购增持再贷款概念;可控核聚变;一带一路;储能;芯片概念;沪股通;融资融券,17
600448.SH,600448,7,工业大麻;参股银行;C2M概念;国企改革;人民币贬值受益;回购增持再贷款概念;融资融券,17
301326.SZ,301326,14,富士康概念;液冷服务器;苹果概念;消费电子概念;芯片概念;比亚迪概念;3D打印;无人机;人民币贬值受益;宁德时代概念;锂电池概念;固态电池;深股通;融资融券,33
603281.SH,603281,5,有机硅概念;硅能源;光伏概念;人民币贬值受益;沪股通,17
000790.SZ,000790,12,流感;医药电商;合成生物;创新药;装配式建筑;眼科医疗;医美概念;医疗器械概念;西部大开发;锂电池概念;氟化工概念;融资融券,33
002001.SZ,002001,9,氟化工概念;青蒿素;回购增持再贷款概念;维生素;合成生物;深股通;融资融券;人民币贬值受益;商业航天,33
002100.SZ,002100,12,猪肉;动物疫苗;玉米;禽流感;预制菜;宠物经济;新疆振兴;西部大开发;国企改革;回购增持再贷款概念;深股通;融资融券,33
301563.SZ,301563,21,存储芯片;MCU芯片;汽车芯片;注册制次新股;芯片概念;PCB概念;汽车电子;传感器;专精特新;物联网;机器人概念;人工智能;工业互联网;数据要素;AI智能体;DeepSeek概念;商业航天;智能物流;深股通;新股与次新股;融资融券,33
301041.SZ,301041,28,PCB概念;富士康概念;5G;汽车电子;毫米波雷达;数据中心;专精特新;华为概念;新型工业化;比亚迪概念;粤港澳大湾区;机器人概念;无人机;工业互联网;6G概念;信创;军工;腾讯概念;创投;商业航天;百度概念;职业教育;中俄贸易概念;特高压;智能医疗;柔性直流输电;虚拟电厂;融资融券,33
300727.SZ,300727,7,液冷服务器;有机硅概念;染料;东数西算(算力);硅能源;医美概念;深股通,33
300174.SZ,300174,7,超级电容;储能;PM2.5;海峡两岸;股权转让(并购重组);深股通;融资融券,33
688179.SH,688179,6,光刻胶;专精特新;合成生物;重组蛋白;猴痘概念;融资融券,17
688067.SH,688067,10,医疗器械概念;专精特新;辅助生殖;三胎概念;机器视觉;智能医疗;幽门螺杆菌概念;人工智能;医药电商;融资融券,17
605136.SH,605136,7,拼多多概念;网红经济;抖音概念(字节概念);跨境电商;三胎概念;创投;乡村振兴,17
002329.SZ,002329,14,乳业;生态农业;绿色电力;跨境电商;冷链物流;乡村振兴;西部大开发;三胎概念;一带一路;光伏概念;智慧城市;数字经济;文化传媒概念;融资融券,33
300109.SZ,300109,9,基因测序;生物疫苗;消毒剂;细胞免疫治疗;智能医疗;创新药;固态电池;深股通;融资融券,33
300610.SZ,300610,4,有机硅概念;磷化工;专精特新;风电,33
603296.SH,603296,31,液冷服务器;英伟达概念;AI PC;AI眼镜;华为手机;中国AI 50;智能音箱;消费电子概念;汽车电子;无线耳机;数据中心;智能穿戴;芯片概念;智能座舱;东数西算(算力);小米概念;毫米波雷达;星闪概念;华为概念;人形机器人;虚拟现实;无人驾驶;上海自贸区;机器人概念;智能家居;阿里巴巴概念;医疗器械概念;腾讯概念;抖音概念(字节概念);沪股通;融资融券,17
601678.SH,601678,12,环氧丙烷;煤化工概念;氟化工概念;消毒剂;锂电池概念;回购增持再贷款概念;氢能源;参股银行;参股保险;燃料电池;沪股通;融资融券,17
300243.SZ,300243,7,固态电池;磷化工;PCB概念;锂电池概念;可降解塑料;合成生物;风电,33
600595.SH,600595,6,煤炭概念;超导概念;风电;2025年报预增;融资融券;沪股通,17
300686.SZ,300686,14,OLED;柔性屏(折叠屏);富士康概念;消费电子概念;智能穿戴;新能源汽车;小米概念;比亚迪概念;机器人概念;固态电池;华为概念;虚拟现实;石墨烯;回购增持再贷款概念,33
920015.BJ,920015,7,芯片概念;有机硅概念;光刻胶;专精特新;新股与次新股;融资融券;国企改革,151
002395.SZ,002395,7,足球概念;丙烯酸;体育产业;消费电子概念;MR(混合现实);煤化工概念;融资融券,33
000637.SZ,000637,4,国企改革;碳中和;回购增持再贷款概念;旅游概念,33
002999.SZ,002999,12,农业种植;供销社;粮食概念;化肥;乡村振兴;农机;智能物流;2025年报预增;数字乡村;数字经济;低空经济;无人机,33
000639.SZ,000639,7,NMN概念;网红经济;体育产业;跨境电商;维生素;阿里巴巴概念;融资融券,33
301392.SZ,301392,13,第三代半导体;富士康概念;芯片概念;苹果概念;PET铜箔;专精特新;比亚迪概念;光伏概念;锂电池概念;TOPCON电池;钙钛矿电池;深股通;融资融券,33
