所属概念,market_code,所属概念数量,股票代码,code
丙烯酸;煤化工概念;PVDF概念;消毒剂;氟化工概念;锂电池概念;回购增持再贷款概念;芯片概念;国企改革;新疆振兴;上海国企改革;参股券商;创投;DeepSeek概念;沪股通;超级品牌;融资融券,17,17,600623.SH,600623
国产航母;航空发动机;大飞机;军工;无人机;高端装备;低空经济;央企国企改革;国企改革;西部大开发;同花顺漂亮100;沪股通;融资融券,17,13,600893.SH,600893
华为数字能源;光伏概念;储能;数据中心;核电;风电;光热发电;可控核聚变;阿里巴巴概念;稀土永磁;国企改革;融资融券;股权转让(并购重组),17,13,688663.SH,688663
黑龙江自贸区;国企改革;央企国企改革,33,3,000985.SZ,000985
军民融合;大飞机;商业航天;军工;无人机;低空经济;海工装备;智慧城市;数字经济;人工智能;国企改革;民爆概念;深股通;融资融券,33,14,300722.SZ,300722
光伏概念;股权转让(并购重组);BC电池;TOPCON电池;人民币贬值受益;民营医院;医疗器械概念,33,7,002795.SZ,002795
天然气;煤化工概念;俄乌冲突概念;雄安新区;氢能源;沪股通;融资融券;燃料电池;DeepSeek概念;股权转让(并购重组),17,10,600803.SH,600803
医疗器械概念;专精特新;融资融券,17,3,688338.SH,688338
军民融合;商业航天;军工;无人机;人工智能;国企改革;沪股通;融资融券,17,8,688543.SH,688543
汽车热管理;新能源汽车;高压快充;燃料电池;充电桩;宁德时代概念;液冷服务器;机器人概念;农机;储能;无人机;碳中和;新疆振兴;芯片概念;数据中心;高铁;风电;绿色电力;西部大开发;乡村振兴;人工智能;国企改革;央企国企改革;股权转让(并购重组),17,24,600506.SH,600506
回购增持再贷款概念;融资融券;天然气;专精特新;大飞机;氢能源,151,6,920014.BJ,920014
国企改革;央企国企改革;沪股通;融资融券;京津冀一体化,17,5,600230.SH,600230
中船系;军工信息化;卫星导航;军民融合;商业航天;量子科技;军工;低空经济;无人机;数字经济;无人驾驶;海工装备;传感器;央企国企改革;光纤概念;芯片概念;专精特新;国企改革;深股通,33,19,300516.SZ,300516
海工装备;商业航天;回购增持再贷款概念;人工智能;家用电器;智能家居,33,6,300749.SZ,300749
军民融合;卫星导航;军工;无人机;融资融券;摘帽,33,6,300965.SZ,300965
航运概念;福建自贸区;统一大市场;海峡两岸;人民币贬值受益;沪股通,17,6,603162.SH,603162
军工;工业母机;比亚迪概念;新型工业化;新能源汽车;机器人概念;专精特新;同花顺新质50;减速器;华为概念;消费电子概念;小米概念;第三代半导体;富士康概念;芯片概念;苹果概念;融资融券,33,17,002903.SZ,002903
金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;锂电池概念;固废处理;国企改革;沪股通;核电;融资融券,17,12,600531.SH,600531
转基因;玉米;乡村振兴;融资融券;粮食概念;人工智能;农业种植,151,7,920403.BJ,920403
共封装光学(CPO);F5G概念;中国AI 50;液冷服务器;5G;汽车电子;芯片概念;2025年报预增;数据中心;同花顺新质50;深股通;人民币贬值受益;无人驾驶;创投;融资融券,33,15,300308.SZ,300308
可控核聚变;军工;核电;海工装备;水利;专精特新;央企国企改革;比亚迪概念;新能源汽车;中俄贸易概念;国企改革;深股通;融资融券,33,13,301137.SZ,301137
商业航天;航空发动机;可控核聚变;核电;3D打印;独角兽概念;DeepSeek概念;芯片概念;特高压;充电桩;新能源汽车;西部大开发;医疗器械概念;共封装光学(CPO);沪股通;融资融券,17,16,688102.SH,688102
期货概念;数字经济;参股券商;沪股通,17,4,603093.SH,603093
金属钴;小金属概念;稀土永磁;动力电池回收;固态电池;宁德时代概念;锂电池概念;光伏概念;可控核聚变;军工;机器人概念;无人机;商业航天;国企改革;福建自贸区;海峡两岸;沪股通;融资融券,17,18,600549.SH,600549
共封装光学(CPO);5G;6G概念;储能;军工;医疗器械概念;一带一路;融资融券,33,8,002796.SZ,002796
存储芯片;有机硅概念;芯片概念;光纤概念;光伏概念;硅能源;海峡两岸;京津冀一体化;沪股通;融资融券,17,10,603938.SH,603938
DRG/DIP;军工信息化;华为昇腾;AI智能体;智慧政务;卫星导航;网络安全;数据安全;商业航天;移动支付;区块链;DeepSeek概念;数字经济;军民融合;智能医疗;人工智能;东数西算(算力);安防;军工;华为概念;数据中心;西部大开发;芯片概念;汽车芯片;融资融券,33,25,301117.SZ,301117
风电;氢能源;天然气;海工装备;高端装备;储能;核电;页岩气;专精特新;融资融券,33,10,301063.SZ,301063
军工信息化;商业航天;军民融合;大飞机;军工;低空经济;无人机;光伏概念;硅能源;西部大开发;国企改革;股权转让(并购重组);深股通,33,13,000561.SZ,000561
卫星导航;商业航天;无人机;低空经济;无人驾驶;车联网(车路协同);时空大数据;机器人概念;智慧灯杆;智慧城市;农机;华为概念;芯片概念;数字乡村;京津冀一体化;数字经济;汽车芯片;水利;生态农业;国企改革;新型城镇化;深股通;融资融券,33,23,002383.SZ,002383
PCB概念;光伏概念;工业母机;2025年报预增;专精特新;人形机器人;航空发动机;机器人概念;商业航天;融资融券,17,10,688308.SH,688308
页岩气;海工装备;核电;数据中心;同花顺出海50;天然气;高端装备;锂电池概念;一带一路;回购增持再贷款概念;动力电池回收;土壤修复;中俄贸易概念;污水处理;深股通;融资融券,33,16,002353.SZ,002353
民爆概念;军民融合;航空发动机;军工;商业航天;军工信息化;无人机;3D打印;高铁;雅下水电概念;芯片概念;国企改革;工业互联网;数字经济;小金属概念;虚拟现实;DeepSeek概念;智慧政务;元宇宙;沪股通,17,20,603977.SH,603977
2025年报预增;商业航天;融资融券;核电;风电;成飞概念;高铁;跨境电商;军民融合;军工;共同富裕示范区;专精特新;人民币贬值受益,151,13,920169.BJ,920169
黄金概念;国企改革;IP经济(谷子经济);沪股通,17,4,605599.SH,605599
超超临界发电;绿色电力;风电;国企改革;西部大开发;股权转让(并购重组);融资融券;深股通,33,8,000791.SZ,000791
PCB概念;OLED;超级电容;光刻胶;先进封装;存储芯片;石墨烯;固态电池;锂电池概念;芯片概念;储能;新能源汽车;3D打印;钠离子电池;硅能源;风电;核电;高铁;高端装备;代糖概念;绿色电力;6G概念;丙烯酸;军工;建筑节能;商业航天;大飞机;合成生物;沪股通;融资融券,17,30,605589.SH,605589
共封装光学(CPO);同花顺果指数;PCB概念;苹果概念;5G;芯片概念;消费电子概念;数据中心;MiniLED;高压快充;小米概念;人形机器人;新能源汽车;特斯拉概念;华为概念;机器人概念;人民币贬值受益;深股通;长三角一体化;融资融券,33,20,002384.SZ,002384
消毒剂;POE胶膜;国企改革;央企国企改革;深股通;融资融券,33,6,000819.SZ,000819
天然气;氢能源;燃料电池;储能;充电桩;国企改革;粤港澳大湾区;深股通;融资融券,33,9,002911.SZ,002911
煤炭概念;煤化工概念;小金属概念;国企改革;同花顺漂亮100;风电;参股银行;沪股通;融资融券,17,9,600188.SH,600188
煤化工概念;化肥;磷化工;生态农业;有机硅概念;天然气;消毒剂;氟化工概念;央企国企改革;国企改革;氢能源;乡村振兴;深股通;融资融券,33,14,000830.SZ,000830
页岩气;融资融券;固废处理;西部大开发;天然气;专精特新,151,6,920675.BJ,920675
特高压;工业母机;高端装备;专精特新;机器人概念;绿色电力;深股通;融资融券,33,8,002270.SZ,002270
航运概念;国企改革;中俄贸易概念;一带一路;融资融券,17,5,600798.SH,600798
商业航天;6G概念;同花顺新质50;军工;低空经济;央企国企改革;中字头股票;一带一路;国企改革;同花顺中特估100;沪股通;融资融券,17,12,601698.SH,601698
净水概念;家用电器;新能源汽车;人民币贬值受益;机器人概念;沪股通;融资融券,17,7,603355.SH,603355
盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,17,7,600773.SH,600773
可降解塑料;固废处理;回购增持再贷款概念;人民币贬值受益;碳中和;沪股通;融资融券,17,7,688087.SH,688087
乡村振兴;粮食概念;农业种植;大豆;玉米;融资融券;国企改革;转基因,151,8,920087.BJ,920087
军工信息化;商业航天;卫星导航;军民融合;大飞机;成飞概念;军工;无人机;低空经济;高铁;专精特新;光纤概念;芯片概念;共封装光学(CPO);2025年报预增,33,15,300447.SZ,300447
黄金概念;金属铜;金属镍;小金属概念;锂电池概念;国企改革;深股通;融资融券;PCB概念;5G;新能源汽车,33,11,000630.SZ,000630
光纤概念;存储芯片;光伏概念;芯片概念;沪股通;融资融券,17,6,603688.SH,603688
磷化工;化肥;煤化工概念;锂电池概念;污水处理;乡村振兴;融资融券,17,7,600470.SH,600470
柔性直流输电;特高压;智能电网;抽水蓄能;风电;核电;绿色电力;沪股通;融资融券,17,9,603530.SH,603530
煤炭概念;回购增持再贷款概念;长三角一体化;2025年报预增;互联网金融;沪股通;融资融券,17,7,601233.SH,601233
煤炭概念;央企国企改革;绿色电力;西部大开发;风电;国企改革;储能;深股通;融资融券;数据要素;股权转让(并购重组),33,11,002128.SZ,002128
光伏概念;风电;海工装备;股权转让(并购重组),17,4,603356.SH,603356
第三代半导体;超级电容;英伟达概念;芯片概念;高压快充;中国AI 50;数据中心;光伏概念;智能电网;小米概念;储能;新能源汽车;充电桩;高端装备;风电;新型工业化;机器人概念;高铁;一带一路;智能家居;家用电器;车联网(车路协同);医疗器械概念;融资融券;深股通,33,25,002851.SZ,002851
军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;商业航天;数据要素;卫星导航;国企改革,151,12,920116.BJ,920116
军工信息化;太赫兹;脑机接口;时空大数据;6G概念;卫星导航;同花顺新质50;商业航天;国产操作系统;人工智能;DeepSeek概念;军民融合;智慧城市;国产航母;车联网(车路协同);虚拟现实;低空经济;大飞机;军工;物联网;无人机;航空发动机;成飞概念;5G;无人驾驶;智能穿戴;机器人概念;芯片概念;粤港澳大湾区;回购增持再贷款概念;国企改革;深股通;融资融券,33,33,002465.SZ,002465
太赫兹;军工信息化;军民融合;商业航天;卫星导航;军工;6G概念;海工装备;量子科技;高端装备;横琴新区;5G;芯片概念;第三代半导体;深股通;融资融券,33,16,300123.SZ,300123
抽水蓄能;超超临界发电;风电;碳中和;绿色电力;储能;煤炭概念;充电桩;光伏建筑一体化;工业互联网;国企改革;智能物流;华为概念;创投;东数西算(算力);人工智能;深股通;融资融券;数据中心,33,19,001896.SZ,001896
东数西算(算力);专精特新;液冷服务器;氢能源,33,4,300839.SZ,300839
回购增持再贷款概念;人民币贬值受益;一带一路;光伏概念;中俄贸易概念;海工装备;工业互联网;智能电网;沪股通,17,9,605196.SH,605196
石墨烯;数据中心;PCB概念;东数西算(算力);算力租赁;DeepSeek概念;AIGC概念,17,7,603110.SH,603110
科创次新股;语音技术;注册制次新股;消费电子概念;人民币贬值受益;粤港澳大湾区;虚拟现实;人工智能;芯片概念;机器人概念;跨境电商;无人机;新股与次新股;融资融券,17,14,688775.SH,688775
柔性直流输电;特高压;芯片概念;国企改革;西部大开发,33,5,300831.SZ,300831
军工信息化;卫星导航;商业航天;时空大数据;军民融合;6G概念;大飞机;网络安全;军工;车联网(车路协同);低空经济;无人机;智慧城市;成飞概念;数字孪生;毫米波雷达;人工智能;独角兽概念;飞行汽车(eVTOL);虚拟现实;无人驾驶;工业互联网;京津冀一体化;创投;芯片概念;农机;消费电子概念;深股通;融资融券,33,29,300045.SZ,300045
页岩气;俄乌冲突概念;天然气;污水处理;净水概念;PPP概念;京津冀一体化;创投;融资融券;深股通,33,10,300332.SZ,300332
可燃冰;页岩气;俄乌冲突概念;天然气;海工装备;氢能源;商业航天;中俄贸易概念;一带一路;碳纤维;高端装备;人工智能;无人机;机器人概念;专精特新;2025年报预增,33,16,002278.SZ,002278
福建自贸区;海峡两岸;自由贸易港;统一大市场;智能物流;绿色电力;一带一路;航运概念;国企改革;跨境电商;融资融券;股权转让(并购重组);深股通,33,13,000905.SZ,000905
共封装光学(CPO);中国AI 50;5G;数据中心;芯片概念;2025年报预增;深股通;人民币贬值受益;西部大开发;融资融券,33,10,300502.SZ,300502
F5G概念;共封装光学(CPO);光纤概念;铜缆高速连接;5G;芯片概念;数据中心;抖音概念(字节概念);华为概念;2025年报预增;专精特新;长三角一体化;机器人概念;融资融券;深股通,33,15,300548.SZ,300548
煤炭概念;同花顺中特估100;中字头股票;煤化工概念;证金持股;央企国企改革;国企改革;沪股通;融资融券;同花顺漂亮100;绿色电力,17,11,601088.SH,601088
共封装光学(CPO);PCB概念;PET铜箔;宁德时代概念;固态电池;新能源汽车;锂电池概念;储能;光伏概念;飞行汽车(eVTOL);低空经济;沪股通;融资融券,17,13,688388.SH,688388
数字货币;跨境支付(CIPS);期货概念;创投;参股券商;信托概念;新疆振兴;碳中和;西部大开发;国企改革;一带一路;参股银行;氢能源;可控核聚变;同花顺中特估100;深股通;中字头股票;融资融券,33,18,000617.SZ,000617
国家大基金持股;存储芯片;先进封装;液冷服务器;无线耳机;PCB概念;芯片概念;宁德时代概念;苹果概念;消费电子概念;有机硅概念;固态电池;小米概念;石墨烯;数据中心;专精特新;柔性屏(折叠屏);智能穿戴;人形机器人;新能源汽车;光伏概念;储能;MR(混合现实);高端装备;HJT电池;华为概念;机器人概念;TOPCON电池;回购增持再贷款概念;高铁;沪股通;融资融券,17,32,688035.SH,688035
