code,所属概念数量,股票代码,所属概念,market_code
600651,16,600651.SH,上海国企改革;水利;医疗器械概念;国企改革;工业互联网;网络安全;小米汽车;核电;新能源汽车;比亚迪概念;特斯拉概念;小米概念;汽车电子;芯片概念;融资融券;沪股通,17
600159,2,600159.SH,京津冀一体化;国企改革,17
605116,11,605116.SH,减肥药;创新药;仿制药一致性评价;医药电商;肝炎概念;CRO概念;辅助生殖;合成生物;人民币贬值受益;量子科技;沪股通,17
603001,3,603001.SH,C2M概念;跨境电商;体育产业,17
603880,1,603880.SH,医疗器械概念,17
688265,2,688265.SH,辅助生殖;融资融券,17
002576,6,002576.SZ,机器人概念;比亚迪概念;新能源汽车;专精特新;风电;特高压,33
002320,9,002320.SZ,海南自贸区;自由贸易港;航运概念;旅游概念;国企改革;央企国企改革;股权转让(并购重组);深股通;融资融券,33
300074,17,300074.SZ,DRG/DIP;在线教育;智慧城市;AI应用;智慧政务;AI智能体;家庭医生;云办公;安防;DeepSeek概念;创投;低空经济;智能医疗;华为概念;无人机;充电桩;储能,33
001300,4,001300.SZ,足球概念;体育产业;跨境电商;人民币贬值受益,33
603755,2,603755.SH,预制菜;人工智能,17
688510,9,688510.SH,航空发动机;大飞机;无人机;专精特新;人民币贬值受益;医疗器械概念;绿色电力;沪股通;融资融券,17
301062,7,301062.SZ,食品安全;DeepSeek概念;光伏概念;高压快充;商业航天;2026中报预增;融资融券,33
000509,8,000509.SZ,工业母机;网络安全;信创;人民币贬值受益;碳交易;碳中和;国企改革;西部大开发,33
002999,11,002999.SZ,供销社;化肥;粮食概念;农业种植;乡村振兴;农机;数字乡村;智能物流;数字经济;低空经济;无人机,33
603586,4,603586.SH,高铁;人民币贬值受益;新能源汽车;比亚迪概念,17
301006,3,301006.SZ,物联网;专精特新;融资融券,33
000069,15,000069.SZ,物业管理;特色小镇;冰雪产业;参股券商;旅游概念;IP经济(谷子经济);新型城镇化;国企改革;体育产业;NFT概念;央企国企改革;DeepSeek概念;粤港澳大湾区;深股通;融资融券,33
301429,5,301429.SZ,装配式建筑;跨境电商;人民币贬值受益;碳中和;融资融券,33
300921,27,300921.SZ,算力租赁;云计算;云办公;东数西算(算力);数据安全;网络安全;智慧政务;信创;腾讯概念;阿里巴巴概念;百度概念;抖音概念(字节概念);AI智能体;数据中心(AIDC);区块链;智慧城市;华为概念;DeepSeek概念;人工智能;数字经济;互联网金融;5G;工业互联网;智能医疗;粤港澳大湾区;一带一路;融资融券,33
688026,6,688026.SH,辅助生殖;医疗器械概念;细胞免疫治疗;人民币贬值受益;专精特新;融资融券,17
300032,8,300032.SZ,虚拟现实;元宇宙;新型烟草(电子烟);海峡两岸;人民币贬值受益;智能穿戴;消费电子概念;OLED,33
002747,19,002747.SZ,工业母机;人形机器人;新型工业化;机器视觉;长安汽车概念;机器人概念;比亚迪概念;高端装备;农机;专精特新;工业互联网;宁德时代概念;智能医疗;光伏概念;养老概念;医疗器械概念;深股通;2026中报预增;融资融券,33
300923,6,300923.SZ,高铁;一带一路;无人驾驶;储能;电子纸;融资融券,33
001220,5,001220.SZ,京津冀一体化;注册制次新股;智能物流;新股与次新股;融资融券,33
301233,28,301233.SZ,有机硅概念;核污染防治;光伏概念;核电;储能;智能电网;碳纤维;锂电池概念;专精特新;比亚迪概念;风电;氢能源;海工装备;西部大开发;军工;新能源汽车;低空经济;PEEK材料;无人机;商业航天;大飞机;航空发动机;成飞概念;军民融合;农机;减速器;股权转让(并购重组);融资融券,33
002969,6,002969.SZ,海峡两岸;啤酒概念;2026中报预增;融资融券;深股通;股权转让(并购重组),33
002611,26,002611.SZ,人形机器人;新型工业化;无人机;机器人概念;军工;3D打印;多模态AI;高端装备;工业互联网;智能物流;物联网;人工智能;数字经济;华为概念;水利;一带一路;毫米波雷达;核电;人民币贬值受益;粤港澳大湾区;可控核聚变;英伟达概念;牙科医疗;深股通;2026中报预增;融资融券,33
002578,6,002578.SZ,国企改革;海峡两岸;宁德时代概念;新能源汽车;光伏概念;5G,33
300225,3,300225.SZ,消费电子概念;创投;摘帽,33
002328,11,002328.SZ,数据中心(AIDC);液冷服务器;储能;长三角一体化;创投;新能源汽车;特斯拉概念;一带一路;2026中报预增;深股通;融资融券,33
601689,22,601689.SH,人形机器人;汽车热管理;同花顺新质50;华为汽车;新型工业化;特斯拉概念;一体化压铸;小米汽车;智能座舱;机器人概念;无人驾驶;比亚迪概念;新能源汽车;汽车电子;小米概念;英伟达概念;液冷服务器;中国AI 50;数据中心(AIDC);同花顺出海50;沪股通;融资融券,17
603381,12,603381.SH,光伏建筑一体化;光伏概念;储能;金属回收;专精特新;比亚迪概念;机器人概念;液冷服务器;人形机器人;绿色电力;沪股通;融资融券,17
603982,13,603982.SH,家用电器;长安汽车概念;减速器;一体化压铸;华为汽车;小米汽车;新能源汽车;比亚迪概念;特斯拉概念;华为概念;小米概念;宁德时代概念;融资融券,17
603969,17,603969.SH,高铁;高端装备;光伏概念;水利;一带一路;储能;核电;创投;地下管网;雄安新区;风电;京津冀一体化;新疆振兴;水泥概念;绿色电力;沪股通;融资融券,17
603373,8,603373.SH,安防;无人机;低空经济;职业教育;国企改革;阿里巴巴概念;沪股通;融资融券,17
001255,14,001255.SZ,水利;共同富裕示范区;高铁;家用电器;军工;核电;长三角一体化;专精特新;新能源汽车;比亚迪概念;风电;有机硅概念;光伏概念;超导概念,33
002114,9,002114.SZ,金属锌;金属铜;金属铅;小金属概念;西部大开发;乡村振兴;国企改革;绿色电力;粮食概念,33
300851,3,300851.SZ,高铁;比亚迪概念;无人驾驶,33
000949,4,000949.SZ,国企改革;新疆振兴;2026中报预增;深股通,33
300027,13,300027.SZ,特色小镇;短剧游戏;虚拟数字人;数字经济;文化传媒概念;抖音概念(字节概念);IP经济(谷子经济);元宇宙;腾讯概念;阿里巴巴概念;旅游概念;网红经济;ST板块,33
688285,7,688285.SH,高铁;一带一路;西部大开发;国企改革;央企国企改革;新能源汽车;融资融券,17
300055,9,300055.SZ,盐湖提锂;煤化工概念;固废处理;污水处理;雄安新区;PPP概念;锂电池概念;深股通;融资融券,33
600410,33,600410.SH,云计算;网络安全;东数西算(算力);华为鲲鹏;信创;智慧政务;百度概念;抖音概念(字节概念);阿里巴巴概念;数据中心(AIDC);腾讯概念;AI智能体;时空大数据;数据要素;AIGC概念;元宇宙;区块链;AI应用;华为概念;智慧城市;安防;在线教育;DeepSeek概念;人工智能;军工;工业互联网;芯片概念;无线耳机;京津冀一体化;创投;一带一路;沪股通;融资融券,17
001382,9,001382.SZ,特高压;智能电网;风电;核电;储能;光伏概念;机器人概念;深股通;融资融券,33
600689,7,600689.SH,创投;物业管理;国企改革;人民币贬值受益;安防;独角兽概念;股权转让(并购重组),17
002295,6,002295.SZ,金属铜;数字经济;国企改革;储能;虚拟电厂;股权转让(并购重组),33
600316,11,600316.SH,军民融合;大飞机;央企国企改革;乡村振兴;国企改革;军工;低空经济;高端装备;无人机;融资融券;沪股通,17
300797,13,300797.SZ,大飞机;海工装备;核电;食品安全;一带一路;新能源汽车;职业教育;稀土永磁;京津冀一体化;国企改革;央企国企改革;光刻胶;深股通,33
603131,13,603131.SH,卫星导航;商业航天;军工;高端装备;海工装备;工业母机;新型工业化;专精特新;机器人概念;新能源汽车;人民币贬值受益;长三角一体化;沪股通,17
002899,9,002899.SZ,足球概念;体育产业;冰雪产业;跨境电商;鸿蒙概念;养老概念;人民币贬值受益;华为概念;AI眼镜,33
000955,8,000955.SZ,三胎概念;海南自贸区;自由贸易港;创投;民营医院;医疗器械概念;军民融合;医药电商,33
300971,14,300971.SZ,专精特新;中俄贸易概念;新型工业化;高端装备;新能源汽车;军工;机器视觉;军民融合;人工智能;军工信息化;海工装备;商业航天;工业母机;融资融券,33
600844,4,600844.SH,煤化工概念;可降解塑料;西部大开发;股权转让(并购重组),17
000931,7,000931.SZ,仿制药一致性评价;创新药;养老概念;京津冀一体化;雄安新区;创投;融资融券,33
000848,5,000848.SZ,高股息精选;网红经济;京津冀一体化;融资融券;深股通,33
002881,33,002881.SZ,电力物联网;AI智能体;鸿蒙概念;移动支付;物联网;车联网(车路协同);人工智能;机器视觉;人形机器人;DeepSeek概念;东数西算(算力);工业互联网;智能座舱;华为概念;机器人概念;华为汽车;卫星导航;毫米波雷达;无人驾驶;比亚迪概念;商业航天;无人机;新能源汽车;专精特新;创投;AI眼镜;5G;消费电子概念;MCU芯片;芯片概念;华为海思概念股;深股通;融资融券,33
600730,14,600730.SH,化债概念(AMC概念);物业管理;创投;参股券商;国企改革;芯片概念;职业教育;人工智能;在线教育;AI应用;DeepSeek概念;信创;ST板块;股权转让(并购重组),22
002061,12,002061.SZ,国企改革;PPP概念;装配式建筑;新型城镇化;共同富裕示范区;水利;一带一路;长三角一体化;人工智能;机器人概念;深股通;融资融券,33
301255,7,301255.SZ,减速器;机器人概念;专精特新;海工装备;比亚迪概念;宁德时代概念;融资融券,33
002329,14,002329.SZ,乳业;绿色电力;生态农业;乡村振兴;跨境电商;三胎概念;西部大开发;文化传媒概念;数字经济;智慧城市;一带一路;冷链物流;光伏概念;融资融券,33
600343,12,600343.SH,军民融合;大飞机;军工;高端装备;水利;央企国企改革;西部大开发;国企改革;氢能源;煤化工概念;沪股通;融资融券,17
000822,7,000822.SZ,钒电池;国企改革;污水处理;氢能源;固态电池;深股通;融资融券,33
300421,11,300421.SZ,减速器;人形机器人;工业母机;机器人概念;高端装备;新能源汽车;卫星导航;高铁;海工装备;风电;深股通,33
603937,1,603937.SH,锂电池概念,17
300743,2,300743.SZ,人民币贬值受益;专精特新,33
000953,6,000953.SZ,化肥;维生素;西部大开发;CRO概念;海峡两岸;股权转让(并购重组),33
002086,9,002086.SZ,预制菜;猴痘概念;食品安全;幽门螺杆菌概念;基因测序;CRO概念;医疗器械概念;人民币贬值受益;深股通,33
300597,15,300597.SZ,智慧政务;网络安全;车联网(车路协同);AI应用;军工信息化;DeepSeek概念;新型城镇化;创投;无人机;养老概念;军工;东数西算(算力);一带一路;数据中心(AIDC);5G,33
300266,17,300266.SZ,碳交易;生态农业;土壤修复;PPP概念;股权转让(并购重组);乡村振兴;污水处理;固废处理;国企改革;水利;虚拟电厂;共同富裕示范区;阿里巴巴概念;东数西算(算力);储能;固态电池;融资融券,33
301030,8,301030.SZ,ST板块;净水概念;污水处理;固废处理;碳中和;专精特新;TOPCON电池;光伏概念,33
001269,5,001269.SZ,硅能源;芯片概念;光伏概念;西部大开发;深股通,33
002060,18,002060.SZ,抽水蓄能;绿色电力;PPP概念;高股息精选;国企改革;风电;水利;新型城镇化;乡村振兴;污水处理;一带一路;氢能源;智慧城市;储能;粤港澳大湾区;燃料电池;深股通;融资融券,33
920689,10,920689.BJ,数据中心(AIDC);氢能源;燃料电池;高端装备;高铁;海工装备;风电;融资融券;核电;专精特新,151
001285,12,001285.SZ,飞行汽车(eVTOL);低空经济;无人驾驶;新能源汽车;比亚迪概念;注册制次新股;专精特新;传感器;汽车电子;深股通;新股与次新股;融资融券,33
603439,9,603439.SH,流感;医药电商;三胎概念;阿尔茨海默概念;创新药;西部大开发;专精特新;股权转让(并购重组);沪股通,17
000856,7,000856.SZ,建筑节能;水泥概念;京津冀一体化;机器人概念;高端装备;国企改革;智能电网,33
300610,4,300610.SZ,有机硅概念;磷化工;专精特新;风电,33
300644,25,300644.SZ,PEEK材料;人形机器人;飞行汽车(eVTOL);汽车热管理;碳纤维;机器人概念;特斯拉概念;家用电器;比亚迪概念;无人机;低空经济;高铁;新能源汽车;有机硅概念;高端装备;专精特新;3D打印;可降解塑料;小米概念;毫米波雷达;两轮车;5G;储能;充电桩;特高压,33
002196,13,002196.SZ,人形机器人;机器人概念;家用电器;特斯拉概念;低空经济;航空发动机;新能源汽车;共同富裕示范区;无人机;一带一路;汽车电子;国企改革;深股通,33
301103,14,301103.SZ,民营医院;跨境电商;合成生物;乡村振兴;眼科医疗;智能医疗;雄安新区;基因测序;细胞免疫治疗;医药电商;创新药;DeepSeek概念;ChatGPT概念;融资融券,33
002284,13,002284.SZ,华为汽车;长安汽车概念;智能物流;无人驾驶;新能源汽车;车联网(车路协同);比亚迪概念;毫米波雷达;汽车电子;深股通;两轮车;机器人概念;融资融券,33
688109,19,688109.SH,物业管理;水利;雅下水电概念;数字经济;共同富裕示范区;数字孪生;AIGC概念;数据要素;机器人概念;人工智能;DeepSeek概念;AI智能体;无人驾驶;机器视觉;华为昇腾;智能穿戴;AI眼镜;沪股通;融资融券,17
920023,6,920023.BJ,ST板块;西部大开发;农业种植;乡村振兴;创投;土地流转,151
002861,16,002861.SZ,星闪概念;智能音箱;虚拟现实;智能穿戴;小米概念;元宇宙;消费电子概念;苹果概念;无线耳机;比亚迪概念;AI眼镜;人工智能;人民币贬值受益;无线充电;富士康概念;医疗器械概念,33
300583,4,300583.SZ,维生素;辅助生殖;合成生物;肝炎概念,33
600879,20,600879.SH,太赫兹;军工信息化;卫星导航;军民融合;商业航天;军工;无人机;低空经济;高端装备;物联网;量子科技;特高压;传感器;京津冀一体化;央企国企改革;医疗器械概念;芯片概念;国企改革;沪股通;融资融券,17
301209,6,301209.SZ,光刻胶;专精特新;染料;光刻机;深股通;融资融券,33
301129,15,301129.SZ,专精特新;智慧城市;数据要素;工业互联网;AI智能体;人工智能;芯片概念;DeepSeek概念;AI应用;第三代半导体;空气能热泵;碳中和;新型城镇化;新疆振兴;融资融券,33
600232,6,600232.SH,工业大麻;中俄贸易概念;一带一路;职业教育;锂电池概念;新能源汽车,17
