股票代码,所属概念,所属概念数量,code,market_code
300085.SZ,华为鲲鹏;语音技术;数据确权;数字货币;信创;百度概念;互联网金融;数据要素;区块链;AI应用;人工智能;华为概念;碳中和;跨境电商;参股券商;粤港澳大湾区;机器人概念;5G;深股通;股权转让(并购重组);融资融券,21,300085,33
603955.SH,雄安新区;新型城镇化;碳中和;旅游概念;PPP概念;特色小镇;机器人概念;宠物经济;股权转让(并购重组),9,603955,17
688281.SH,碳纤维;航空发动机;军工;西部大开发;沪股通;融资融券,6,688281,17
301491.SZ,注册制次新股;人工智能;智能家居;人民币贬值受益;智能音箱;物联网;智能穿戴;消费电子概念;深股通;新股与次新股;融资融券,11,301491,33
301162.SZ,虚拟电厂;碳交易;绿色电力;AI应用;智能电网;风电;人工智能;储能;光伏概念;专精特新;深股通;融资融券,12,301162,33
600826.SH,体育产业;参股银行;宠物经济;上海国企改革;参股券商;创投;国企改革;AI智能体;证金持股;人工智能;机器人概念;人形机器人;沪股通;融资融券,14,600826,17
603050.SH,高压快充;智能电网;虚拟电厂;充电桩;金属回收;储能;京津冀一体化;雄安新区;光伏概念;绿色电力;特斯拉概念;沪股通;融资融券,13,603050,17
600301.SH,金属铅;金属锌;金属铜;小金属概念;DeepSeek概念;西部大开发;国企改革;沪股通,8,600301,17
600208.SH,NFT概念;Web3.0;知识产权保护;数据确权;黄金概念;区块链;长三角一体化;元宇宙;互联网金融;独角兽概念;乡村振兴;共同富裕示范区;参股银行;创投;参股保险;国企改革;参股券商;期货概念;煤炭概念;沪股通;融资融券,21,600208,17
688020.SH,PET铜箔;PCB概念;华为手机;先进封装;消费电子概念;5G;小米概念;稀土永磁;专精特新;华为概念;融资融券,11,688020,17
000973.SZ,固态电池;锂电池概念;2026一季报预增;宁德时代概念;比亚迪概念;特高压;粤港澳大湾区;国企改革;OLED;证金持股;航运概念;融资融券;AI眼镜;深股通;股权转让(并购重组),15,000973,33
300438.SZ,钠离子电池;固态电池;锂电池概念;两轮车;石墨烯;虚拟电厂;储能;新型烟草(电子烟);深股通;充电桩;燃料电池;粤港澳大湾区;无线耳机;独角兽概念;数据中心(AIDC);小米概念;新能源汽车;机器人概念;消费电子概念;低空经济;无人机;长安汽车概念;军工;融资融券,24,300438,33
688819.SH,两轮车;钠离子电池;固态电池;氢能源;石墨烯;锂电池概念;绿色电力;燃料电池;储能;工业互联网;新能源汽车;无人机;数据中心(AIDC);融资融券;沪股通,15,688819,17
001301.SZ,石墨电极;锂电池概念;宁德时代概念;储能;京津冀一体化;专精特新;深股通,7,001301,33
301526.SZ,PCB概念;华为手机;5G;消费电子概念;汽车电子;特高压;光伏概念;华为概念;风电;工业互联网;数字经济;绿色电力;一带一路;西部大开发;国企改革;深股通;融资融券,17,301526,33
603269.SH,液冷服务器;数据中心(AIDC);核电;海峡两岸;氢能源;一带一路;超超临界发电,7,603269,17
688631.SH,数据要素;智慧城市;DeepSeek概念;数字孪生;车联网(车路协同);低空经济;军工信息化;华为概念;军工;军民融合;同花顺新质50;商业航天;PM2.5;国企改革;央企国企改革;沪股通;融资融券,17,688631,17
300033.SZ,AI语料;互联网金融;ChatGPT概念;AIGC概念;AI应用;多模态AI;鸿蒙概念;数据要素;AI智能体;人工智能;智能医疗;2025年报预增;融资融券;深股通;证金持股,15,300033,33
600988.SH,金属铅;黄金概念;金属铜;稀土永磁;西部大开发;2025年报预增;人民币贬值受益;沪股通;融资融券,9,600988,17
688330.SH,电力物联网;智能电网;量子科技;2025年报预增;专精特新;融资融券,6,688330,17
002984.SZ,人民币贬值受益;一带一路;飞行汽车(eVTOL);工业互联网;机器人概念;低空经济;新能源汽车;大飞机;无人机;融资融券;深股通,11,002984,33
002192.SZ,锂电池概念;比亚迪概念;粤港澳大湾区;储能;深股通;融资融券,6,002192,33
000878.SZ,黄金概念;金属铜;小金属概念;央企国企改革;西部大开发;国企改革;期货概念;深股通;融资融券,9,000878,33
688349.SH,氢能源;绿色电力;风电;DeepSeek概念;数字经济;海工装备;沪股通;融资融券,8,688349,17
688323.SH,先进封装;柔性屏(折叠屏);芯片概念;PCB概念;消费电子概念;钙钛矿电池;固态电池;5G;6G概念;专精特新;光伏概念;华为概念;卫星导航;储能;商业航天;军工;风电;融资融券,18,688323,17
603882.SH,智能医疗;AI应用;基因测序;AIGC概念;AI智能体;数据要素;医疗器械概念;DeepSeek概念;人工智能;幽门螺杆菌概念;腾讯概念;肝炎概念;细胞免疫治疗;冷链物流;食品安全;机器人概念;华为概念;融资融券;沪股通,19,603882,17
300689.SZ,芯片概念;专精特新;液冷服务器;消费电子概念;粤港澳大湾区;车联网(车路协同);第三代半导体;人民币贬值受益;深股通,9,300689,33
603057.SH,预制菜;冷链物流;一带一路;沪股通,4,603057,17
688082.SH,存储芯片;先进封装;中芯国际概念;第三代半导体;芯片概念;沪股通;融资融券,7,688082,17
688777.SH,新型工业化;人形机器人;航空发动机;数字孪生;华为鲲鹏;大飞机;信创;传感器;网络安全;国产操作系统;数据安全;机器人概念;AIGC概念;工业互联网;AI智能体;华为概念;智慧城市;鸿蒙概念;数据要素;AI应用;人工智能;智能物流;宁德时代概念;DeepSeek概念;核电;海工装备;创投;共同富裕示范区;一带一路;碳中和;碳交易;沪股通;融资融券,33,688777,17
688066.SH,军工信息化;空间计算;ST板块;时空大数据;智慧城市;数据要素;MR(混合现实);卫星导航;数字孪生;AI智能体;华为昇腾;水利;AI应用;云计算;商业航天;人工智能;DeepSeek概念;军工;低空经济;无人机;雄安新区;华为概念;碳中和;钙钛矿电池,24,688066,22
688299.SH,比亚迪概念;专精特新;华为概念;固态电池;锂电池概念;储能;PCB概念;DeepSeek概念;MiniLED;POE胶膜;沪股通;融资融券,12,688299,17
600362.SH,黄金概念;金属铜;小金属概念;金属回收;锂电池概念;一带一路;沪股通;融资融券;国企改革;参股券商;证金持股,11,600362,17
002741.SZ,先进封装;PCB概念;PET铜箔;共封装光学(CPO);芯片概念;富士康概念;5G;固态电池;宁德时代概念;比亚迪概念;锂电池概念;氟化工概念;钠离子电池;动力电池回收;消毒剂;融资融券;深股通,17,002741,33
000893.SZ,化肥;供销社;一带一路;2025年报预增;融资融券;深股通,6,000893,33
000738.SZ,国产航母;航空发动机;大飞机;军民融合;军工;商业航天;无人机;高端装备;央企国企改革;国企改革;深股通;融资融券,12,000738,33
688363.SH,重组蛋白;合成生物;创新药;医美概念;2025年报预增;沪股通;融资融券,7,688363,17
002043.SZ,共同富裕示范区;智能家居;深股通;融资融券,4,002043,33
603499.SH,芯片概念;烟草;工业互联网;2025年报预增;上海自贸区;创投;沪股通,7,603499,17
600760.SH,央企国企改革;同花顺中特估100;军民融合;国企改革;大飞机;数字经济;军工;同花顺漂亮100;无人机;高端装备;沪股通;中字头股票;融资融券,13,600760,17
600346.SH,煤化工概念;可降解塑料;同花顺漂亮100;锂电池概念;沪股通;PET铜箔;融资融券,7,600346,17
603916.SH,建筑节能;可控核聚变;军工;房屋检测;核电;水利;雅下水电概念;水泥概念;风电;AI应用;抽水蓄能;融资融券,12,603916,17
301292.SZ,钠离子电池;固态电池;锂电池概念;比亚迪概念;新能源汽车;专精特新;深股通;融资融券,8,301292,33
300455.SZ,卫星导航;商业航天;军工;高端装备;核电;高铁;机器人概念;人工智能;芯片概念;MCU芯片;央企国企改革;智能物流;存储芯片;国企改革;融资融券;深股通,16,300455,33
300586.SZ,PCB概念;固态电池;钠离子电池;锂电池概念;芯片概念;染料;宁德时代概念;专精特新;可降解塑料;燃料电池;消毒剂;储能;氢能源;深股通;融资融券,15,300586,33
301107.SZ,农机;机器人概念;乡村振兴;专精特新;减速器;新能源汽车;传感器;无人机;汽车电子;西部大开发;氢能源;融资融券,12,301107,33
605580.SH,培育钻石;第三代半导体;芯片概念;碳交易;绿色电力;固废处理;沪股通,7,605580,17
002930.SZ,东数西算(算力);粤港澳大湾区;智能物流;统一大市场;融资融券;深股通,6,002930,33
301588.SZ,粤港澳大湾区;人民币贬值受益;融资融券,3,301588,33
301177.SZ,黄金概念;IP经济(谷子经济);广东自贸区;DeepSeek概念;2025年报预增;抖音概念(字节概念);深股通;融资融券,8,301177,33
688231.SH,3D打印;航空发动机;军工;高铁;军民融合;融资融券,6,688231,17
920726.BJ,乡村振兴;超级品牌;融资融券,3,920726,151
002083.SZ,氟化工概念;锂电池概念;托育服务;硅能源;三胎概念;中俄贸易概念;创投;人民币贬值受益;一带一路;新能源汽车;国企改革;军民融合;军工;高铁;海工装备;深股通,16,002083,33
603083.SH,共封装光学(CPO);F5G概念;WiFi 6;5G;液冷服务器;华为概念;物联网;2025年报预增;工业互联网;智能家居;人民币贬值受益;一带一路;沪股通;融资融券,14,603083,17
688690.SH,专精特新;2025年报预增;食品安全;2026一季报预增;减肥药;融资融券;沪股通,7,688690,17
600490.SH,金属锌;金属铜;黄金概念;金属钴;小金属概念;金属镍;一带一路;锂电池概念;俄乌冲突概念;沪股通;融资融券,11,600490,17
301381.SZ,ERP概念;跨境电商;AI应用;人工智能;DeepSeek概念;人民币贬值受益;智能物流;深股通;融资融券,9,301381,33
603175.SH,存储芯片;PCB概念;毫米波雷达;消费电子概念;OLED;芯片概念;汽车电子;数据中心(AIDC);东数西算(算力);注册制次新股;智能座舱;无人驾驶;比亚迪概念;海峡两岸;新能源汽车;特斯拉概念;机器人概念;人民币贬值受益;一带一路;新股与次新股;融资融券,21,603175,17
300096.SZ,人脸识别;托育服务;智慧政务;华为鲲鹏;数据安全;信创;DRG/DIP;Web3.0;ChatGPT概念;AIGC概念;移动支付;AI应用;在线教育;数据要素;数字水印;区块链;数据确权;蚂蚁集团概念;数字经济;智慧城市;机器视觉;人工智能;腾讯概念;DeepSeek概念;智能医疗;福建自贸区;华为概念;家庭医生;海峡两岸;养老概念;参股保险;国企改革;ST板块,33,300096,33
688249.SH,汽车芯片;MCU芯片;OLED;MiniLED;芯片概念;MicroLED概念;消费电子概念;量子科技;国企改革;沪股通;融资融券,11,688249,17
600352.SH,染料;参股银行;创投;人工智能;沪股通;融资融券,6,600352,17
603733.SH,碳交易;超级电容;绿色电力;烟草;固废处理;参股券商;医疗器械概念;融资融券;沪股通,9,603733,17
300530.SZ,钠离子电池;锂电池概念;储能;充电桩;新能源汽车;国企改革;高压快充;深股通,8,300530,33
688026.SH,医疗器械概念;辅助生殖;人民币贬值受益;细胞免疫治疗;专精特新;融资融券,6,688026,17
300631.SZ,盐湖提锂;锂电池概念;稀土永磁;固态电池;专精特新;净水概念;光伏概念;垃圾分类;污水处理,9,300631,33
300693.SZ,数据中心(AIDC);高压快充;虚拟电厂;充电桩;换电概念;储能;专精特新;宁德时代概念;比亚迪概念;新能源汽车;锂电池概念;深股通;融资融券,13,300693,33
603319.SH,减速器;期货概念;人形机器人;蚂蚁集团概念;汽车热管理;PEEK材料;长安汽车概念;飞行汽车(eVTOL);特斯拉概念;智能物流;无人驾驶;机器人概念;新能源汽车;腾讯概念;一带一路;比亚迪概念;汽车电子;低空经济;液冷服务器;沪股通;融资融券,21,603319,17
600309.SH,环氧丙烷;煤化工概念;丙烯酸;POE胶膜;可降解塑料;证金持股;同花顺漂亮100;国企改革;绿色电力;同花顺出海50;锂电池概念;AIGC概念;碳纤维;低空经济;沪股通;融资融券,16,600309,17
603181.SH,染料;有机硅概念;工业互联网;风电;沪股通;融资融券,6,603181,17
002928.SZ,2025年报预增;西部大开发;融资融券;深股通,4,002928,33
600109.SH,期货概念;西部大开发;腾讯概念;沪股通;融资融券,5,600109,17
920943.BJ,航空发动机;海工装备;人民币贬值受益;低空经济;中俄贸易概念;商业航天;核电;无人机;风电;西部大开发;融资融券,11,920943,151
301313.SZ,军工信息化;空间计算;数字孪生;智谱AI;华为鲲鹏;物联网;智慧政务;ChatGPT概念;智慧城市;虚拟现实;低空经济;数据要素;元宇宙;车联网(车路协同);百度概念;AIGC概念;AI应用;虚拟数字人;人工智能;机器人概念;数据中心(AIDC);数字经济;水利;智能医疗;污水处理;地下管网;IP经济(谷子经济);旅游概念;融资融券,29,301313,33
603399.SH,小金属概念;固态电池;锂电池概念;股权转让(并购重组);储能;专精特新;沪股通;融资融券,8,603399,17
603878.SH,光热发电;海工装备;核电;氢能源;超超临界发电,5,603878,17
603255.SH,POE胶膜;TOPCON电池,2,603255,17
920392.BJ,融资融券;一带一路;股权转让(并购重组),3,920392,151
002888.SZ,横琴新区;智能家居;跨境电商;物联网;星闪概念;智能音箱;粤港澳大湾区;华为概念;2025年报预增;无线耳机;汽车电子;消费电子概念;绿色电力,13,002888,33
603298.SH,同花顺出海50;智能物流;人形机器人;机器人概念;新能源汽车;宁德时代概念;5G;沪股通;融资融券,9,603298,17
300657.SZ,AI手机;算力租赁;东数西算(算力);英伟达概念;液冷服务器;云计算;智谱AI;共封装光学(CPO);AI PC;数据中心(AIDC);PCB概念;MiniLED;柔性屏(折叠屏);卫星导航;传感器;汽车电子;阿里巴巴概念;抖音概念(字节概念);AI眼镜;华为概念;消费电子概念;智能穿戴;虚拟现实;商业航天;小米概念;华为手机;无线耳机;元宇宙;小米汽车;无人机;军工;DeepSeek概念;机器人概念;储能;新能源汽车;新型烟草(电子烟);海峡两岸;智能医疗;宁德时代概念;2025年报预增;福建自贸区;深股通;融资融券,43,300657,33
301522.SZ,航空发动机;军民融合;军工;商业航天;高端装备;专精特新;核电;可控核聚变;京津冀一体化;芯片概念;金属回收;特钢概念;深股通;融资融券,14,301522,33
300551.SZ,数字货币;互联网金融;虚拟数字人;专精特新;芯片概念;存储芯片;绿色电力,7,300551,33
