所属概念数量,market_code,所属概念,股票代码,code
26,33,航空发动机;卫星导航;商业航天;大飞机;军工;无人机;低空经济;飞行汽车(eVTOL);PEEK材料;换电概念;机器人概念;汽车热管理;专精特新;人形机器人;创投;华为汽车;智能物流;比亚迪概念;小米概念;小米汽车;特斯拉概念;新能源汽车;家用电器;氢能源;深股通;融资融券,301005.SZ,301005
16,17,汽车芯片;MCU芯片;共封装光学(CPO);芯片概念;智能座舱;传感器;5G;人形机器人;专精特新;机器人概念;储能;无人机;安防;股权转让(并购重组);沪股通;融资融券,688536.SH,688536
7,33,C2M概念;PCB概念;一带一路;生态农业;专精特新;人民币贬值受益;融资融券,301362.SZ,301362
9,17,PET铜箔;MicroLED概念;芯片概念;MiniLED;钙钛矿电池;HJT电池;光伏概念;专精特新;融资融券,688530.SH,688530
20,17,卫星导航;6G概念;商业航天;网络安全;低空经济;车联网(车路协同);东数西算(算力);人工智能;DeepSeek概念;5G;机器视觉;物联网;芯片概念;工业互联网;专精特新;AI应用;央企国企改革;国企改革;沪股通;融资融券,688387.SH,688387
11,17,PCB概念;先进封装;PET铜箔;华为手机;5G;消费电子概念;专精特新;小米概念;华为概念;稀土永磁;融资融券,688020.SH,688020
13,33,智能电网;风电;储能;光伏概念;氢能源;海工装备;光伏建筑一体化;数据中心;东数西算(算力);粤港澳大湾区;抖音概念(字节概念);深股通;融资融券,301291.SZ,301291
27,17,AI语料;智谱AI;ChatGPT概念;AIGC概念;华为鲲鹏;华为昇腾;Web3.0;AI智能体;数据确权;云计算;互联网保险;信创;百度概念;区块链;数字货币;跨境支付(CIPS);DeepSeek概念;互联网金融;算力租赁;人工智能;AI应用;华为概念;5G;智能座舱;新能源汽车;沪股通;融资融券,688590.SH,688590
7,151,AI应用;抖音概念(字节概念);小红书概念;融资融券;ERP概念;拼多多概念;阿里巴巴概念,920227.BJ,920227
13,33,PET铜箔;富士康概念;苹果概念;消费电子概念;汽车电子;智能穿戴;专精特新;智能座舱;新能源汽车;海峡两岸;股权转让(并购重组);深股通;融资融券,301389.SZ,301389
16,33,特高压;智能电网;电力物联网;虚拟电厂;风电;光伏概念;核电;充电桩;储能;氟化工概念;数据中心;宁德时代概念;专精特新;东数西算(算力);腾讯概念;深股通,300617.SZ,300617
7,17,AI语料;信创;数据要素;华为概念;智能电网;沪股通;融资融券,688692.SH,688692
30,151,AI应用;专精特新;云计算;无人驾驶;信创;人工智能;融资融券;车联网(车路协同);华为概念;互联网金融;机器视觉;数据要素;工业互联网;华为盘古;碳中和;财税数字化;华为鲲鹏;物联网;算力租赁;新型工业化;智慧城市;无人机;数字孪生;机器人概念;数据安全;独角兽概念;智慧政务;AIGC概念;东数西算(算力);DeepSeek概念,920092.BJ,920092
12,17,卫星导航;量子科技;军民融合;军工;无人机;芯片概念;车联网(车路协同);机器视觉;专精特新;无人驾驶;机器人概念;融资融券,688272.SH,688272
21,33,存储芯片;汽车芯片;算力租赁;华为昇腾;东数西算(算力);时空大数据;华为鲲鹏;芯片概念;AI眼镜;智能穿戴;消费电子概念;智慧城市;虚拟数字人;知识产权保护;DeepSeek概念;粤港澳大湾区;人民币贬值受益;跨境电商;国企改革;深股通;融资融券,300042.SZ,300042
9,151,2025年报预增;粤港澳大湾区;无人驾驶;数据中心;光纤概念;新股与次新股;融资融券;共封装光学(CPO);人民币贬值受益,920045.BJ,920045
22,33,Sora概念(文生视频);小红书概念;AI语料;Web3.0;ChatGPT概念;AIGC概念;多模态AI;虚拟数字人;抖音概念(字节概念);数据要素;元宇宙;文化传媒概念;百度概念;腾讯概念;DeepSeek概念;人工智能;数字经济;华为概念;京津冀一体化;AI应用;比亚迪概念;深股通,300071.SZ,300071
35,33,电子纸;MicroLED概念;MiniLED;虚拟现实;智慧城市;华为概念;信创;在线教育;智能穿戴;智能家居;数字经济;数字孪生;阿里巴巴概念;腾讯概念;消费电子概念;小米概念;海峡两岸;云游戏;汽车电子;电子竞技;AIGC概念;云办公;充电桩;智能医疗;家用电器;无线耳机;富士康概念;PCB概念;跨境电商;人民币贬值受益;一带一路;中俄贸易概念;国企改革;央企国企改革;深股通,000727.SZ,000727
10,33,区块链;抖音概念(字节概念);百度概念;互联网金融;阿里巴巴概念;腾讯概念;算力租赁;华为概念;5G;摘帽,000889.SZ,000889
24,33,军工信息化;国产航母;商业航天;云计算;军工;数据要素;阿里巴巴概念;腾讯概念;算力租赁;人工智能;东数西算(算力);DeepSeek概念;海工装备;高端装备;京津冀一体化;数据中心;机器人概念;专精特新;传感器;2025年报预增;风电;深股通;融资融券;股权转让(并购重组),300065.SZ,300065
28,33,数字经济;鸿蒙概念;智慧城市;DeepSeek概念;AI智能体;华为鲲鹏;人工智能;信创;养老概念;腾讯概念;抖音概念(字节概念);人脸识别;云计算;智能医疗;物联网;建筑节能;雄安新区;华为概念;工业互联网;粤港澳大湾区;PPP概念;碳中和;机器人概念;数据中心;AI应用;液冷服务器;深股通;融资融券,002421.SZ,002421
4,33,期货概念;区块链;深股通;融资融券,002797.SZ,002797
10,17,光刻胶;存储芯片;国家大基金持股;中芯国际概念;芯片概念;磷化工;独角兽概念;国企改革;沪股通;融资融券,688545.SH,688545
9,33,固态电池;机器人概念;人工智能;三胎概念;钠离子电池;在线教育;跨境电商;IP经济(谷子经济);股权转让(并购重组),002348.SZ,002348
4,17,烟草;黑龙江自贸区;国企改革;2025年报预增,600356.SH,600356
3,17,西部大开发;一带一路;国企改革,600984.SH,600984
29,33,快手概念;小红书概念;短剧游戏;AIGC概念;AI应用;抖音概念(字节概念);文化传媒概念;云计算;阿里巴巴概念;腾讯概念;百度概念;数据要素;元宇宙;区块链;国资云;DeepSeek概念;职业教育;IP经济(谷子经济);人工智能;体育产业;跨境电商;数据中心;横琴新区;创投;粤港澳大湾区;长安汽车概念;国企改革;深股通;融资融券,002400.SZ,002400
8,17,物业管理;证金持股;国企改革;京津冀一体化;智能家居;沪股通;融资融券;股权转让(并购重组),600743.SH,600743
14,33,特钢概念;光热发电;核电;超超临界发电;海工装备;储能;专精特新;新能源汽车;一带一路;地下管网;天然气;页岩气;深股通;融资融券,002478.SZ,002478
10,33,短剧游戏;AIGC概念;文化传媒概念;虚拟数字人;AI智能体;IP经济(谷子经济);人工智能;AI应用;西部大开发;深股通,000892.SZ,000892
15,17,算力租赁;国资云;阿里巴巴概念;东数西算(算力);DeepSeek概念;数字经济;智慧城市;数据中心;汽车拆解概念;特钢概念;比亚迪概念;国企改革;绿色电力;沪股通;融资融券,600126.SH,600126
12,33,网络游戏;华为概念;文化传媒概念;物联网;IP经济(谷子经济);创投;智能家居;旅游概念;露营经济;国企改革;深股通;融资融券,000917.SZ,000917
11,33,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;2025年报预增;回购增持再贷款概念;国企改革;深股通;融资融券,002716.SZ,002716
26,33,MicroLED概念;MiniLED;AI眼镜;消费电子概念;智能穿戴;汽车电子;小米概念;智能家居;传感器;第三代半导体;人脸识别;芯片概念;华为概念;先进封装;无人驾驶;汽车芯片;家用电器;充电桩;语音技术;储能;血氧仪;元宇宙;人工智能;国企改革;深股通;融资融券,002449.SZ,002449
6,17,IP经济(谷子经济);腾讯概念;人工智能;白酒概念;智能物流;融资融券,603777.SH,603777
15,17,PCB概念;苹果概念;共封装光学(CPO);汽车电子;5G;毫米波雷达;比亚迪概念;华为概念;机器人概念;人民币贬值受益;光伏概念;国企改革;沪股通;证金持股;融资融券,603328.SH,603328
16,33,卫星导航;军民融合;商业航天;航空发动机;军工;低空经济;高铁;无人机;3D打印;高端装备;国企改革;石墨烯;污水处理;深股通;股权转让(并购重组);融资融券,002361.SZ,002361
33,33,液冷服务器;核电;3D打印;可控核聚变;超导概念;数据中心;海工装备;空气能热泵;军工;新能源汽车;储能;燃料电池;机器人概念;海峡两岸;中芯国际概念;雅下水电概念;中俄贸易概念;氢能源;水利;碳中和;固态电池;回购增持再贷款概念;智能物流;创投;人工智能;国企改革;体育产业;冷链物流;宠物经济;冰雪产业;天然气;融资融券;深股通,000811.SZ,000811
25,33,PM2.5;军民融合;商业航天;军工;无人驾驶;芯片概念;家用电器;职业教育;机器人概念;创投;中芯国际概念;新能源汽车;空气能热泵;特斯拉概念;减速器;一带一路;污水处理;特高压;国企改革;参股银行;氢能源;猴痘概念;期货概念;融资融券;深股通,000551.SZ,000551
32,17,小红书概念;快手概念;短剧游戏;Web3.0;AIGC概念;虚拟数字人;多模态AI;NFT概念;文化传媒概念;抖音概念(字节概念);AI智能体;手机游戏;蚂蚁集团概念;腾讯概念;百度概念;阿里巴巴概念;AI应用;网红经济;算力租赁;电子竞技;元宇宙;DeepSeek概念;数字经济;人工智能;独角兽概念;东数西算(算力);华为概念;国企改革;小米概念;长安汽车概念;沪股通;融资融券,600986.SH,600986
5,17,虚拟电厂;绿色电力;碳交易;碳中和;储能,605162.SH,605162
7,17,算力租赁;云计算;东数西算(算力);数据中心;融资融券;股权转让(并购重组);沪股通,600589.SH,600589
12,17,流感;细胞免疫治疗;肝炎概念;青蒿素;CRO概念;创新药;合成生物;减肥药;物业管理;西部大开发;新疆振兴;股权转让(并购重组),600721.SH,600721
6,33,光纤概念;5G;特高压;专精特新;智能电网;西部大开发,000586.SZ,000586
18,33,同花顺中特估100;固废处理;新疆振兴;央企国企改革;污水处理;国企改革;乡村振兴;新型城镇化;雄安新区;一带一路;水利;冰雪产业;人民币贬值受益;深股通;融资融券;华为概念;东数西算(算力);中字头股票,002051.SZ,002051
7,17,高铁;海峡两岸;长三角一体化;核电;新能源汽车;2025年报预增;融资融券,601002.SH,601002
13,33,5G;可控核聚变;超级电容;军工;人形机器人;新能源汽车;机器人概念;华为概念;东数西算(算力);储能;国企改革;深股通;融资融券,002484.SZ,002484
44,33,存储芯片;国家大基金持股;MCU芯片;WiFi 6;芯片概念;华为海思概念股;无线耳机;英伟达概念;富士康概念;毫米波雷达;智能座舱;汽车电子;消费电子概念;小米概念;星闪概念;人形机器人;卫星导航;机器视觉;物联网;语音技术;比亚迪概念;机器人概念;低空经济;小米汽车;网络安全;新能源汽车;智能家居;粤港澳大湾区;充电桩;储能;长安汽车概念;智能电网;人工智能;数据要素;核污染防治;DeepSeek概念;智能物流;跨境电商;央企国企改革;乡村振兴;国企改革;深股通;中字头股票;融资融券,001287.SZ,001287
9,33,华为概念;体育产业;鸿蒙概念;足球概念;冰雪产业;AI眼镜;跨境电商;人民币贬值受益;养老概念,002899.SZ,002899
10,33,黄金概念;金属锌;金属铅;小金属概念;2025年报预增;乡村振兴;国企改革;深股通;股权转让(并购重组);融资融券,002155.SZ,002155
17,17,光刻机;商业航天;卫星导航;MicroLED概念;华为概念;机器视觉;安防;军工;无人驾驶;军民融合;区块链;专精特新;机器人概念;福建自贸区;海峡两岸;沪股通;融资融券,688010.SH,688010
6,17,代糖概念;参股银行;人民币贬值受益;专精特新;海峡两岸;沪股通,605016.SH,605016
11,17,OLED;存储芯片;第三代半导体;芯片概念;TOPCON电池;光伏概念;小金属概念;创投;沪股通;股权转让(并购重组);融资融券,600641.SH,600641
15,33,商业航天;京津冀一体化;军工;海工装备;水利;雄安新区;高端装备;一带一路;核电;光伏概念;白酒概念;风电;抽水蓄能;深股通;融资融券,002342.SZ,002342
15,33,存储芯片;锂电池概念;汽车芯片;粤港澳大湾区;比亚迪概念;芯片概念;创投;新能源汽车;消费电子概念;硅能源;PCB概念;小金属概念;无人驾驶;信创;WiFi 6,002213.SZ,002213
8,33,航空发动机;大飞机;军工;无人机;低空经济;创新药;深股通;融资融券,000534.SZ,000534
3,33,互联网金融;光伏概念;TOPCON电池,002634.SZ,002634
30,17,AI手机;先进封装;液冷服务器;6G概念;锂电池概念;比亚迪概念;TOPCON电池;光伏概念;商业航天;5G;消费电子概念;芯片概念;新能源汽车;无线耳机;机器人概念;富士康概念;铜缆高速连接;海工装备;高压快充;充电桩;国产航母;高铁;一带一路;人工智能;DeepSeek概念;数字经济;回购增持再贷款概念;AI智能体;沪股通;融资融券,601137.SH,601137
6,33,黄金概念;2025年报预增;西部大开发;国企改革;融资融券;深股通,001337.SZ,001337
4,17,锂电池概念;三胎概念;虚拟数字人;股权转让(并购重组),603196.SH,603196
8,17,金属锌;金属铅;金属铜;小金属概念;西部大开发;国企改革;DeepSeek概念;沪股通,600301.SH,600301
11,17,Sora概念(文生视频);AI应用;AIGC概念;短剧游戏;虚拟现实;文化传媒概念;装配式建筑;回购增持再贷款概念;光伏建筑一体化;新型城镇化;乡村振兴,605287.SH,605287
25,33,电力物联网;智能电网;虚拟电厂;核电;信创;AI智能体;工业互联网;数据要素;华为概念;智慧城市;光热发电;人工智能;机器视觉;新型工业化;数字经济;专精特新;储能;传感器;超超临界发电;机器人概念;碳中和;一带一路;垃圾分类;AI应用;深股通,002380.SZ,002380
13,33,小金属概念;超导概念;超级电容;可控核聚变;航空发动机;核电;3D打印;商业航天;芯片概念;央企国企改革;西部大开发;国企改革;深股通,000962.SZ,000962
14,17,液冷服务器;数据中心;新能源汽车;专精特新;储能;燃料电池;高端装备;空气能热泵;核电;商业航天;氢能源;海工装备;水利;沪股通,603757.SH,603757
4,17,PCB概念;汽车电子;5G;毫米波雷达,605258.SH,605258
7,17,数据中心;液冷服务器;专精特新;高端装备;风电;农机;沪股通,605060.SH,605060
30,17,OLED;AI眼镜;毫米波雷达;商业航天;智能座舱;汽车电子;人形机器人;共封装光学(CPO);特斯拉概念;PCB概念;5G;飞行汽车(eVTOL);无人机;光伏概念;低空经济;无人驾驶;机器人概念;新能源汽车;数据中心;脑机接口;东数西算(算力);储能;粤港澳大湾区;充电桩;海峡两岸;人民币贬值受益;国企改革;股权转让(并购重组);融资融券;沪股通,603920.SH,603920
