所属概念,所属概念数量,股票代码,market_code,code
禽流感;幽门螺杆菌概念;猴痘概念;肝炎概念;创新药;流感;医疗器械概念;食品安全;专精特新;回购增持再贷款概念;融资融券,11.0,688317.SH,17,688317
露营经济;网红经济;体育产业;宠物经济;跨境电商;ChatGPT概念;数字经济;创投;足球概念;人民币贬值受益;深股通;融资融券,12.0,301376.SZ,33,301376
AI PC;数据中心;汽车电子;消费电子概念;华为概念;小米概念;第三代半导体;苹果概念;充电桩;AI眼镜;专精特新;无线充电;新能源汽车;储能;光伏概念;机器人概念;广东自贸区;一带一路;露营经济;跨境电商;网红经济;深股通,22.0,002993.SZ,33,002993
共封装光学(CPO);光刻机;第三代半导体;存储芯片;芯片概念;专精特新;信创;AI智能体;人工智能;DeepSeek概念;深股通;融资融券,12.0,301095.SZ,33,301095
先进封装;芯片概念;装配式建筑;粤港澳大湾区;回购增持再贷款概念;有机硅概念;深股通;股权转让(并购重组),8.0,001212.SZ,33,001212
苹果概念;芯片概念;英伟达概念;华为概念;专精特新;粤港澳大湾区;人民币贬值受益;沪股通;融资融券,9.0,688112.SH,17,688112
共封装光学(CPO);F5G概念;光纤概念;5G;芯片概念;数据中心;专精特新;2025年报预增;沪股通;融资融券,10.0,688313.SH,17,688313
高端装备;芯片概念;传感器;专精特新;牙科医疗;医疗器械概念;沪股通;融资融券,8.0,688301.SH,17,688301
先进封装;MCU芯片;芯片概念;消费电子概念;5G;汽车电子;传感器;专精特新;数字货币;沪股通;融资融券,11.0,688362.SH,17,688362
军工信息化;军民融合;军工;商业航天;专精特新;人工智能;西部大开发;锂电池概念;融资融券;摘帽,10.0,688511.SH,17,688511
军工信息化;卫星导航;军民融合;商业航天;军工;无人机;低空经济;专精特新;传感器;人形机器人;无人驾驶;小米汽车;海工装备;小米概念;机器人概念;数字孪生;安防;新能源汽车;人工智能;百度概念;光纤概念;智能物流,22.0,002829.SZ,33,002829
CRO概念;减肥药;重组蛋白;创新药;合成生物;维生素;智能医疗;专精特新;人工智能;沪股通;融资融券,11.0,688131.SH,17,688131
钠离子电池;氟化工概念;固态电池;动力电池回收;锂电池概念;宁德时代概念;有机硅概念;同花顺漂亮100;PEEK材料;比亚迪概念;特斯拉概念;回购增持再贷款概念;2025年报预增;深股通;融资融券,15.0,002709.SZ,33,002709
中芯国际概念;存储芯片;光刻胶;先进封装;芯片概念;第三代半导体;专精特新;上海自贸区;沪股通;融资融券,10.0,688019.SH,17,688019
汽车电子;储能;专精特新;高股息精选,4.0,603115.SH,17,603115
光刻机;OLED;中芯国际概念;芯片概念;AI PC;柔性屏(折叠屏);3D打印;电子纸;智能穿戴;小米概念;虚拟现实;华为概念;专精特新;元宇宙;光伏概念;人工智能;烟草;IP经济(谷子经济);体育产业;深股通;融资融券,21.0,300331.SZ,33,300331
液冷服务器;消费电子概念;汽车电子;宁德时代概念;汽车热管理;华为概念;深股通;融资融券,8.0,301626.SZ,33,301626
航运概念;央企国企改革;国企改革;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,7.0,601975.SH,17,601975
碳纤维;专精特新;新能源汽车;长安汽车概念;储能;燃料电池;绿色电力;固态电池;氢能源;钠离子电池;西部大开发;融资融券,12.0,688737.SH,17,688737
共封装光学(CPO);富士康概念;AI PC;液冷服务器;苹果概念;华为手机;5G;华为海思概念股;AI眼镜;数据中心;MR(混合现实);小米概念;无人机;比亚迪概念;华为概念;人形机器人;宁德时代概念;虚拟现实;特斯拉概念;新能源汽车;汽车热管理;无人驾驶;光伏概念;2025年报预增;机器人概念;工业互联网;充电桩;储能;华为汽车;锂电池概念;石墨烯;粤港澳大湾区;长安汽车概念;一体化压铸;家用电器;智能物流;一带一路;物业管理;融资融券;深股通,40.0,300602.SZ,33,300602
光刻胶;OLED;存储芯片;国家大基金持股;芯片概念;中芯国际概念;比亚迪概念;无人驾驶;宁德时代概念;锂电池概念;融资融券;深股通,12.0,300655.SZ,33,300655
钠离子电池;固态电池;锂电池概念;虚拟电厂;两轮车;石墨烯;深股通;储能;充电桩;新型烟草(电子烟);燃料电池;粤港澳大湾区;无线耳机;新能源汽车;机器人概念;长安汽车概念;小米概念;独角兽概念;消费电子概念;低空经济;无人机;军工;融资融券,23.0,300438.SZ,33,300438
钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;碳中和;国企改革;西部大开发;低空经济;央企国企改革;储能;人形机器人;融资融券;沪股通,14.0,688707.SH,17,688707
稀土永磁;金属铜;金属回收;高铁;可控核聚变;核电;PEEK材料;海工装备;2025年报预增;低空经济;无人机;苹果概念;铜缆高速连接;新能源汽车;比亚迪概念;液冷服务器;特斯拉概念;小米汽车;芯片概念;光伏概念;人形机器人;机器人概念;回购增持再贷款概念;特高压;人工智能;高压快充;数字经济;东数西算(算力);融资融券;沪股通,30.0,601609.SH,17,601609
军工;风电;新股与次新股;融资融券,4.0,920200.BJ,151,920200
富士康概念;PCB概念;苹果概念;消费电子概念;柔性屏(折叠屏);光刻胶;汽车电子;无线耳机;虚拟现实;华为概念;专精特新;特斯拉概念;新能源汽车;储能;石墨烯;氢能源;深股通,17.0,300806.SZ,33,300806
虚拟电厂;同花顺漂亮100;宁德时代概念;储能;氢能源;风电;深股通;融资融券;充电桩;光伏概念;数据中心;回购增持再贷款概念;数字经济;新能源汽车,14.0,300274.SZ,33,300274
5G;液冷服务器;比亚迪概念;数据中心;新能源汽车;华为概念;机器人概念;军工;高压快充;低空经济;充电桩;储能;固态电池;新疆振兴;沪股通;融资融券,16.0,603989.SH,17,603989
注册制次新股;钙钛矿电池;比亚迪概念;宁德时代概念;固态电池;锂电池概念;钠离子电池;高端装备;新股与次新股;融资融券,10.0,301513.SZ,33,301513
人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,4.0,688073.SH,17,688073
算力租赁;东数西算(算力);云计算;财税数字化;多模态AI;ChatGPT概念;信创;数据中心;腾讯概念;智慧政务;AI智能体;空间计算;数据要素;AI应用;DeepSeek概念;华为概念;MR(混合现实);智慧城市;安防;物联网;数字经济;人工智能;智能医疗;职业教育;专精特新;智能物流;新型城镇化;乡村振兴;旅游概念;深股通;融资融券,31.0,301396.SZ,33,301396
存储芯片;先进封装;商业航天;芯片概念;专精特新;融资融券;光伏概念;锂电池概念,8.0,920971.BJ,151,920971
小米概念;机器人概念;智能家居;家用电器;医疗器械概念;养老概念;融资融券,7.0,301502.SZ,33,301502
先进封装;芯片概念;液冷服务器;专精特新;军工;比亚迪概念;PET铜箔;宁德时代概念;固态电池;沪股通;融资融券,11.0,688392.SH,17,688392
幽门螺杆菌概念;创新药;流感;仿制药一致性评价;医药电商;融资融券;深股通,7.0,002755.SZ,33,002755
液冷服务器;富士康概念;苹果概念;消费电子概念;工业母机;华为概念;新型工业化;专精特新;虚拟现实;华为数字能源;新能源汽车;2026一季报预增;机器人概念;储能;汽车热管理;锂电池概念;回购增持再贷款概念;深股通;融资融券,19.0,301086.SZ,33,301086
创投;国企改革;代糖概念;参股券商;融资融券;沪股通,6.0,600783.SH,17,600783
柔性直流输电;特高压;智能电网;数据中心;电力物联网;核电;抽水蓄能;东数西算(算力);军工;虚拟电厂;光伏概念;风电;储能;机器人概念;阿里巴巴概念;数字孪生;雅下水电概念;人工智能;DeepSeek概念;氢能源;绿色电力;京津冀一体化;融资融券;沪股通,24.0,601126.SH,17,601126
汽车芯片;铜缆高速连接;人形机器人;芯片概念;小米概念;智能座舱;比亚迪概念;机器人概念;数据中心;无人驾驶;华为概念;信创;车联网(车路协同);工业互联网;沪股通;融资融券,16.0,688515.SH,17,688515
算力租赁;中国AI 50;AI PC;东数西算(算力);英伟达概念;云办公;5G;数据安全;网络安全;信创;芯片概念;消费电子概念;人脸识别;智能座舱;物联网;鸿蒙概念;机器视觉;车联网(车路协同);智慧城市;安防;ETC;新型工业化;DeepSeek概念;专精特新;在线教育;工业互联网;人工智能;粤港澳大湾区;人形机器人;机器人概念;智能医疗;深股通,32.0,001339.SZ,33,001339
汽车芯片;汽车电子;第三代半导体;先进封装;芯片概念;无人机;无人驾驶;东数西算(算力);数据中心;机器人概念;专精特新;低空经济;比亚迪概念;新能源汽车;充电桩;宁德时代概念;光伏概念;融资融券;沪股通,19.0,605111.SH,17,605111
电子纸;OLED;华为概念;AI眼镜;智能家居;专精特新;小米概念;ST板块,8.0,688496.SH,22,688496
存储芯片;汽车芯片;MCU芯片;芯片概念;汽车电子;消费电子概念;小米概念;传感器;专精特新;人形机器人;机器人概念;2025年报预增;华为汽车;长安汽车概念;沪股通;融资融券,16.0,688380.SH,17,688380
国家大基金持股;中芯国际概念;先进封装;存储芯片;OLED;MiniLED;柔性屏(折叠屏);芯片概念;MR(混合现实);富士康概念;苹果概念;AI眼镜;小米概念;虚拟现实;机器视觉;华为概念;比亚迪概念;宁德时代概念;锂电池概念;深股通;融资融券,21.0,300567.SZ,33,300567
商业航天;无人驾驶;6G概念;芯片概念;消费电子概念;军工;核污染防治;海工装备;专精特新;核电;比亚迪概念;先进封装;融资融券,13.0,920438.BJ,151,920438
金属镍;3D打印;小金属概念;硅能源;专精特新;锂电池概念;光伏概念;2025年报预增;人民币贬值受益;融资融券;沪股通,11.0,605376.SH,17,605376
硅能源;有机硅概念;光伏概念;人民币贬值受益;高股息精选;沪股通,6.0,603281.SH,17,603281
液冷服务器;中国AI 50;英伟达概念;数据中心;东数西算(算力);军工;抖音概念(字节概念);华为概念;阿里巴巴概念;腾讯概念;比亚迪概念;新能源汽车;充电桩;储能;粤港澳大湾区;高铁;家用电器;冷链物流;融资融券;深股通,20.0,002837.SZ,33,002837
国家大基金持股;中芯国际概念;存储芯片;OLED;第三代半导体;华为海思概念股;芯片概念;同花顺新质50;中国AI 50;光伏概念;锂电池概念;国企改革;深股通;融资融券;同花顺漂亮100,15.0,002371.SZ,33,002371
海峡两岸;汽车电子;新能源汽车;智能座舱;数字货币;芯片概念;福建自贸区;机器人概念;人民币贬值受益;人形机器人;物联网;特斯拉概念;人工智能;深股通,14.0,003019.SZ,33,003019
富士康概念;第三代半导体;苹果概念;芯片概念;PET铜箔;专精特新;比亚迪概念;锂电池概念;光伏概念;钙钛矿电池;TOPCON电池;深股通;融资融券,13.0,301392.SZ,33,301392
眼科医疗;基因测序;医疗器械概念;智慧城市;医药电商;西部大开发;消毒剂,7.0,600538.SH,17,600538
富士康概念;苹果概念;液冷服务器;消费电子概念;芯片概念;3D打印;比亚迪概念;无人机;宁德时代概念;人民币贬值受益;锂电池概念;固态电池;深股通;融资融券,14.0,301326.SZ,33,301326
食品安全;土壤修复;融资融券,3.0,301228.SZ,33,301228
国家大基金持股;存储芯片;先进封装;汽车芯片;AI PC;华为海思概念股;芯片概念;第三代半导体;共封装光学(CPO);消费电子概念;汽车电子;智能穿戴;智能座舱;毫米波雷达;同花顺新质50;传感器;比亚迪概念;物联网;特斯拉概念;2025年报预增;海峡两岸;人民币贬值受益;创投;深股通;融资融券,25.0,002156.SZ,33,002156
钠离子电池;固态电池;锂电池概念;宁德时代概念;有机硅概念;储能;2025年报预增;新能源汽车;超级电容;高压快充;国企改革;无人机;汽车热管理;股权转让(并购重组);深股通;融资融券,16.0,301238.SZ,33,301238
培育钻石;第三代半导体;芯片概念;海峡两岸;深股通;融资融券,6.0,301071.SZ,33,301071
光纤概念;F5G概念;共封装光学(CPO);成飞概念;6G概念;5G;大飞机;特高压;军工;数据中心;军工信息化;高铁;卫星导航;无人机;国资云;东数西算(算力);深圳国企改革;算力租赁;智慧灯杆;低空经济;传感器;华为概念;光伏概念;智能电网;一带一路;抖音概念(字节概念);智慧城市;百度概念;阿里巴巴概念;腾讯概念;信创;人工智能;粤港澳大湾区;绿色电力;创投;国企改革;物业管理;深股通;摘帽,39.0,000070.SZ,33,000070
期货概念;国企改革;沪股通;融资融券,4.0,600909.SH,17,600909
液冷服务器;数据中心;汽车热管理;汽车电子;芯片概念;无人机;小米汽车;新能源汽车;特斯拉概念;华为概念;充电桩;低空经济;机器人概念;储能;长安汽车概念;海峡两岸;燃料电池;人民币贬值受益;一带一路;深股通;融资融券,21.0,002536.SZ,33,002536
煤化工概念;丙烯酸;氟化工概念;消毒剂;PVDF概念;新疆振兴;参股券商;国企改革;超级品牌;回购增持再贷款概念;锂电池概念;沪股通;上海国企改革;创投;DeepSeek概念;芯片概念;融资融券,17.0,600623.SH,17,600623
跨境电商;人民币贬值受益;专精特新;比亚迪概念;新能源汽车,5.0,603201.SH,17,603201
PCB概念;华为手机;5G;苹果概念;消费电子概念;芯片概念;数据中心;华为概念;专精特新;2025年报预增;海峡两岸;沪股通,12.0,603256.SH,17,603256
先进封装;融资融券;芯片概念;MCU芯片;中芯国际概念;存储芯片;专精特新;汽车芯片;上海自贸区,9.0,920139.BJ,151,920139
芯片概念;东数西算(算力);2025年报预增;信创;家用电器;智能物流;人工智能;云游戏;DeepSeek概念;智能医疗;文化传媒概念;深股通,12.0,002290.SZ,33,002290
共封装光学(CPO);AI PC;液冷服务器;富士康概念;同花顺果指数;5G;苹果概念;数据中心;汽车电子;消费电子概念;智能座舱;MR(混合现实);无线充电;小米概念;华为概念;虚拟现实;无人机;比亚迪概念;汽车热管理;新能源汽车;2025年报预增;光伏概念;充电桩;储能;石墨烯;一带一路;京津冀一体化;深股通,28.0,300684.SZ,33,300684
共封装光学(CPO);先进封装;富士康概念;PCB概念;苹果概念;OLED;第三代半导体;液冷服务器;汽车电子;存储芯片;芯片概念;AI眼镜;无线耳机;智能穿戴;中芯国际概念;机器视觉;新型工业化;比亚迪概念;华为概念;专精特新;新能源汽车;宁德时代概念;机器人概念;高端装备;工业互联网;人工智能;消费电子概念;沪股通,28.0,603203.SH,17,603203
盐湖提锂;小金属概念;固态电池;锂电池概念;宁德时代概念;比亚迪概念;西部大开发;回购增持再贷款概念;深股通;融资融券,10.0,002240.SZ,33,002240
