股票代码,所属概念,所属概念数量,market_code,code
300561.SZ,语音技术;物联网;粤港澳大湾区;人脸识别;网络安全;ST板块;人工智能;信创;数据安全;百度概念;区块链;互联网金融;AI应用;物业管理;股权转让(并购重组),15,33,300561
603683.SH,锂电池概念;固态电池;新能源汽车;石墨烯;宁德时代概念;创投;机器人概念;传感器;消费电子概念;AI手机;柔性屏(折叠屏);沪股通,12,17,603683
920396.BJ,专精特新;融资融券;核电;可控核聚变,4,151,920396
002015.SZ,虚拟电厂;华为数字能源;智能电网;碳交易;抽水蓄能;绿色电力;碳中和;算力租赁;充电桩;换电概念;生物质能发电;储能;风电;光伏概念;高压快充;数据中心;东数西算(算力);水利;动力电池回收;锂电池概念;区块链;蚂蚁集团概念;百度概念;数字经济;华为概念;宁德时代概念;长三角一体化;英伟达概念;新能源汽车;融资融券;深股通,31,33,002015
002151.SZ,军工信息化;卫星导航;国产航母;商业航天;军民融合;同花顺新质50;军工;低空经济;无人机;车联网(车路协同);星闪概念;物联网;无人驾驶;华为概念;智能座舱;5G;高端装备;英伟达概念;芯片概念;京津冀一体化;智能穿戴;机器人概念;汽车芯片;汽车电子;国家大基金持股;消费电子概念;长安汽车概念;两轮车;农机;深股通;融资融券,31,33,002151
300487.SZ,核污染防治;专精特新;比亚迪概念;金属镍;金属钴;净水概念;小金属概念;盐湖提锂;西部大开发;锂电池概念;碳中和;金属回收;碳交易;固废处理;减肥药;工业大麻;生物疫苗;融资融券;深股通,19,33,300487
301256.SZ,光刻胶;光伏概念;芯片概念;消毒剂;净水概念;专精特新;化肥;污水处理;西部大开发;深股通;融资融券,11,33,301256
000695.SZ,固态电池;锂电池概念;储能;光伏概念,4,33,000695
300345.SZ,TOPCON电池;BC电池;HJT电池;硅能源;光伏概念;碳中和;储能;智慧城市;军工;军民融合;机器人概念;人形机器人;华为概念;智能电网,14,33,300345
600211.SH,创新药;流感;生物疫苗;基因测序;三胎概念;医疗器械概念;高股息精选;西部大开发;融资融券;沪股通,10,17,600211
002636.SZ,PCB概念;2025年报预增;消毒剂;医疗器械概念;深股通;融资融券,6,33,002636
603949.SH,汽车热管理;新能源汽车;专精特新;农机;创投;军工;乡村振兴,7,17,603949
688295.SH,碳纤维;大飞机;飞行汽车(eVTOL);低空经济;专精特新;机器人概念;风电;氢能源;国企改革;沪股通;中字头股票;融资融券,12,17,688295
300716.SZ,华为汽车;长安汽车概念;ST板块;新能源汽车;TOPCON电池;智能音箱;HJT电池;军民融合;光伏概念;储能;钙钛矿电池;碳中和;可降解塑料,13,33,300716
688150.SH,PCB概念;柔性屏(折叠屏);OLED;专精特新;钙钛矿电池;西部大开发;沪股通;融资融券,8,17,688150
002360.SZ,可降解塑料;光伏概念;民爆概念,3,33,002360
300502.SZ,共封装光学(CPO);5G;中国AI 50;芯片概念;深股通;数据中心;2025年报预增;人民币贬值受益;西部大开发;融资融券,10,33,300502
301180.SZ,高压快充;AI眼镜;比亚迪概念;储能;智能穿戴;消费电子概念;苹果概念;华为概念;宁德时代概念;锂电池概念;深股通;融资融券,12,33,301180
300675.SZ,装配式建筑;新型城镇化;建筑节能;房屋检测;雄安新区;乡村振兴;深圳国企改革;光伏建筑一体化;水利;职业教育;粤港澳大湾区;碳中和;智慧城市;国企改革;一带一路;数据要素;区块链;虚拟电厂;智能电网;数据中心,20,33,300675
003018.SZ,液冷服务器,1,33,003018
001280.SZ,小金属概念;稀土永磁;超导概念;核电;央企国企改革;一带一路;注册制次新股;军工;深股通;中字头股票;新股与次新股;融资融券,12,33,001280
002170.SZ,磷化工;化肥;生态农业;转基因;土地流转;农村电商;2025三季报预增;锂电池概念;钠离子电池;垃圾分类;乡村振兴;2025年报预增;无人机;数字乡村;物联网;人工智能;深股通,17,33,002170
600605.SH,租售同权;物业管理;芯片概念;沪股通,4,17,600605
600231.SH,特钢概念;国企改革;回购增持再贷款概念;央企国企改革;天然气;沪股通;股权转让(并购重组);融资融券,8,17,600231
300198.SZ,新型城镇化;ST板块;地下管网;PPP概念;无人驾驶;海峡两岸;污水处理;水利;减速器;一带一路;新能源汽车;汽车热管理;锂电池概念;核电,14,33,300198
688097.SH,共封装光学(CPO);富士康概念;苹果概念;华为手机;5G;芯片概念;消费电子概念;新型工业化;宁德时代概念;汽车电子;高端装备;MR(混合现实);人形机器人;特斯拉概念;无人机;AI眼镜;固态电池;光伏概念;储能;新能源汽车;充电桩;换电概念;机器视觉;智能穿戴;低空经济;锂电池概念;华为概念;工业互联网;机器人概念;一带一路;智能物流;沪股通;融资融券,33,17,688097
300190.SZ,垃圾分类;机器人概念;专精特新;土壤修复;污水处理;PPP概念;数字孪生;固废处理;碳中和;碳交易;液冷服务器;生物质能发电;煤化工概念;天然气,14,33,300190
601208.SH,PCB概念;PET铜箔;光刻胶;苹果概念;OLED;柔性屏(折叠屏);芯片概念;消费电子概念;2025年报预增;BC电池;新能源汽车;光伏概念;军工;燃料电池;特高压;商业航天;氢能源;西部大开发;沪股通;融资融券,20,17,601208
000922.SZ,核电;军工;风电;机器人概念;新能源汽车;水利;央企国企改革;氢能源;黑龙江自贸区;国企改革;深股通;融资融券,12,33,000922
605100.SH,数据中心;高端装备;传感器;汽车电子;农机;固态电池,6,17,605100
002310.SZ,PPP概念;乡村振兴;京津冀一体化;新型城镇化;医疗废物处理;雄安新区;生态农业;土壤修复;水利;绿色电力;汽车拆解概念;污水处理;国企改革;固废处理;风电;股权转让(并购重组);储能;金属回收;深股通;摘帽,20,33,002310
688622.SH,量子科技;专精特新;PM2.5;食品安全;粤港澳大湾区;医疗器械概念;碳中和;沪股通;融资融券,9,17,688622
300464.SZ,跨境电商;家用电器;露营经济;消费电子概念;无线耳机;人民币贬值受益,6,33,300464
603937.SH,锂电池概念,1,17,603937
920185.BJ,氢能源;钠离子电池;锂电池概念;融资融券;石墨电极;石墨烯;燃料电池;比亚迪概念;宁德时代概念;固态电池;储能;一带一路,12,151,920185
300533.SZ,网络游戏;手机游戏;阿里巴巴概念;IP经济(谷子经济);创投;粤港澳大湾区;人民币贬值受益;新能源汽车;深股通,9,33,300533
300724.SZ,BC电池;钙钛矿电池;HJT电池;TOPCON电池;硅能源;光伏概念;第三代半导体;锂电池概念;PET铜箔;芯片概念;粤港澳大湾区;融资融券;深股通,13,33,300724
920575.BJ,融资融券;重组蛋白;生物疫苗,3,151,920575
605305.SH,2025年报预增;专精特新;储能;风电;京津冀一体化;沪股通;融资融券,7,17,605305
688710.SH,CRO概念;细胞免疫治疗;创新药;智能医疗;央企国企改革;国企改革;沪股通;融资融券,8,17,688710
002068.SZ,PVDF概念;碳中和;锂电池概念;国企改革;回购增持再贷款概念;固态电池;深股通;融资融券,8,33,002068
688639.SH,合成生物;维生素;可降解塑料;同花顺新质50;融资融券;沪股通,6,17,688639
600054.SH,旅游概念;参股券商;区块链;国企改革;DeepSeek概念;沪股通,6,17,600054
301010.SZ,冰雪产业;特斯拉概念;建筑节能;专精特新;数据中心;碳中和;冷链物流;融资融券,8,33,301010
301305.SZ,固废处理;碳交易;碳中和;可降解塑料;绿色电力;生物质能发电;PPP概念;垃圾分类;人工智能;粤港澳大湾区;合成生物;三胎概念;创新药;深股通;融资融券,15,33,301305
300963.SZ,核电;军工;3D打印;芯片概念;超超临界发电;光伏概念;储能;新能源汽车;牙科医疗;中俄贸易概念;深股通;融资融券,12,33,300963
000792.SZ,盐湖提锂;小金属概念;2025年报预增;锂电池概念;化肥;比亚迪概念;新能源汽车;央企国企改革;西部大开发;同花顺漂亮100;融资融券;深股通;特色小镇;旅游概念;股权转让(并购重组),15,33,000792
002215.SZ,农村电商;草甘膦;生态农业;数字乡村;乡村振兴;互联网金融;数字经济;粤港澳大湾区;农业种植;土壤修复;深股通;融资融券,12,33,002215
600421.SH,股权转让(并购重组);ST板块;风电;传感器;智慧城市;数据要素,6,22,600421
601991.SH,绿色电力;雅下水电概念;风电;央企国企改革;核电;储能;国企改革;2025年报预增;沪股通;融资融券,10,17,601991
301281.SZ,维生素;数字经济;仿制药一致性评价;股权转让(并购重组);融资融券,5,33,301281
002285.SZ,租售同权;物业管理;特色小镇;养老概念;化债概念(AMC概念);横琴新区;互联网金融;新型城镇化;国企改革;云计算;粤港澳大湾区;华为概念;深股通;融资融券,14,33,002285
300999.SZ,养鸡;预制菜;超级品牌;同花顺漂亮100;深股通;融资融券,6,33,300999
603655.SH,新能源汽车;2025年报预增,2,17,603655
300409.SZ,脑机接口;硅能源;人工智能;东数西算(算力);芯片概念;石墨电极;固态电池;金属钴;2025年报预增;钠离子电池;金属镍;锂电池概念;消费电子概念;宁德时代概念;数据中心;动力电池回收;小金属概念;机器人概念;比亚迪概念;人形机器人;石墨烯;粤港澳大湾区;金属铜;新能源汽车;人民币贬值受益;燃料电池;深股通;融资融券,28,33,300409
300121.SZ,有机硅概念;硅能源;先进封装;第三代半导体;回购增持再贷款概念;芯片概念;数字经济;深股通,8,33,300121
688525.SH,存储芯片;国家大基金持股;汽车芯片;AI手机;AI PC;先进封装;芯片概念;AI眼镜;2025年报预增;消费电子概念;智能穿戴;数据中心;小米概念;专精特新;华为概念;机器人概念;信创;粤港澳大湾区;阿里巴巴概念;沪股通;融资融券,21,17,688525
301358.SZ,磷化工;动力电池回收;固态电池;锂电池概念;宁德时代概念;金属铜;储能;比亚迪概念;2025年报预增;新能源汽车;深股通;融资融券,12,33,301358
300400.SZ,先进封装;富士康概念;PCB概念;OLED;第三代半导体;MiniLED;柔性屏(折叠屏);MicroLED概念;消费电子概念;芯片概念;比亚迪概念;机器视觉;新型工业化;华为概念;人工智能;深股通,16,33,300400
300335.SZ,天然气;生物质能发电;生态农业;净水概念;绿色电力;雄安新区;固废处理;氢能源;空气能热泵;PM2.5;创投;智能家居;家用电器;粤港澳大湾区;光伏概念;物联网;人工智能;锂电池概念;工业互联网,19,33,300335
002242.SZ,证金持股;家用电器;智能家居;净水概念;机器人概念;深股通;融资融券,7,33,002242
600468.SH,柔性直流输电;可控核聚变;智能电网;核电;风电;海工装备;超导概念;军工;军民融合;储能;氢能源;一带一路;京津冀一体化;国企改革;沪股通,15,17,600468
301309.SZ,共同富裕示范区;智能家居;人民币贬值受益;专精特新;3D打印;融资融券,6,33,301309
301293.SZ,脑机接口;智能医疗;民营医院;深股通;融资融券,5,33,301293
600132.SH,啤酒概念;高股息精选;西部大开发;融资融券;粤港澳大湾区;沪股通,6,17,600132
603315.SH,核电;抽水蓄能;特钢概念;军工;专精特新;超超临界发电;东数西算(算力);算力租赁;宁德时代概念;锂电池概念;中俄贸易概念;石墨电极;俄乌冲突概念,13,17,603315
920304.BJ,融资融券;化肥;光热发电;储能,4,151,920304
603163.SH,中芯国际概念;富士康概念;芯片概念;海峡两岸;一带一路,5,17,603163
000995.SZ,白酒概念;农业种植;乡村振兴;西部大开发,4,33,000995
002998.SZ,,0,33,002998
603701.SH,储能;农机;长安汽车概念;新能源汽车;乡村振兴;国企改革;汽车电子;智能座舱,8,17,603701
300003.SZ,脑机接口;血氧仪;牙科医疗;智能医疗;医美概念;AIGC概念;医疗器械概念;猴痘概念;养老概念;2025年报预增;人工智能;民营医院;减肥药;肝炎概念;创新药;医药电商;流感;京津冀一体化;仿制药一致性评价;智能穿戴;参股保险;深股通;融资融券,23,33,300003
601112.SH,风电;光伏概念;碳纤维;比亚迪概念;新能源汽车;注册制次新股;新股与次新股;融资融券,8,17,601112
002815.SZ,PCB概念;共封装光学(CPO);华为手机;AI PC;先进封装;毫米波雷达;5G;汽车电子;消费电子概念;芯片概念;6G概念;柔性屏(折叠屏);数据中心;传感器;比亚迪概念;人形机器人;无人机;特斯拉概念;无人驾驶;华为概念;机器人概念;军工;商业航天;东数西算(算力);粤港澳大湾区;腾讯概念;抖音概念(字节概念);阿里巴巴概念;一带一路;百度概念;深股通,31,33,002815
300769.SZ,固态电池;锂电池概念;磷化工;宁德时代概念;储能;比亚迪概念;新能源汽车;专精特新;融资融券;深股通,10,33,300769
601231.SH,共封装光学(CPO);同花顺果指数;苹果概念;WiFi 6;芯片概念;消费电子概念;5G;汽车电子;无线耳机;AI眼镜;智能穿戴;新能源汽车;智能座舱;物联网;一带一路;医疗器械概念;元宇宙;沪股通;融资融券,19,17,601231
002469.SZ,煤化工概念;固废处理;氢能源;一带一路;光热发电;储能;深股通;融资融券,8,33,002469
600072.SH,中船系;国产航母;风电;海工装备;绿色电力;PPP概念;储能;高端装备;央企国企改革;国企改革;工业互联网;同花顺中特估100;沪股通;氢能源;中字头股票;融资融券,16,17,600072
300962.SZ,核污染防治;食品安全;净水概念;幽门螺杆菌概念;粤港澳大湾区;国企改革;央企国企改革;专精特新;中字头股票;融资融券,10,33,300962
000009.SZ,动力电池回收;锂电池概念;石墨电极;钠离子电池;金属回收;固态电池;宁德时代概念;硅能源;金属镍;石墨烯;金属钴;储能;燃料电池;小金属概念;比亚迪概念;无线充电;新能源汽车;粤港澳大湾区;高压快充;机器人概念;一带一路;氢能源;农机;充电桩;3D打印;人形机器人;创投;减速器;黄金概念;军工;物业管理;液冷服务器;土地流转;深股通;融资融券,35,33,000009
300443.SZ,海工装备;风电;军工;2025年报预增;减速器;创投;融资融券;深股通,8,33,300443
002779.SZ,机器人概念;华为概念;2025年报预增;人民币贬值受益;乡村振兴;融资融券;深股通,7,33,002779
000829.SZ,独角兽概念;虚拟现实;抖音概念(字节概念);百度概念;人工智能;数据确权;腾讯概念;Web3.0;AI智能体;创投;深圳国企改革;鸿蒙概念;华为概念;粤港澳大湾区;拼多多概念;国企改革;新型烟草(电子烟);智能穿戴;华为汽车;华为手机;一带一路;苹果概念;消费电子概念;AI手机;深股通;融资融券,26,33,000829
